日期,測站,SO2測站值,NO2測站值,NO+NO2測站值,NOX測站值,O3測站值,PM10測站值,PM2.5測站值,SO2模擬值,NO2模擬值,NO+NO2模擬值,NOX模擬值,O3模擬值,PM10模擬值,PM2.5模擬值
2016/4/1,觀音,5.5,30.0,32.3,32.0,44.0,66.0,35.0,2.8067107,13.872257,13.90298,13.90298,39.901424,31.272083,21.592241
2016/4/1,觀音,2.8,31.0,32.7,33.0,37.0,67.0,34.0,2.9984505,13.249064,13.275416,13.275416,37.018867,37.306026,24.648787
2016/4/1,觀音,6.3,50.0,53.7,54.0,14.0,74.0,41.0,3.1018734,13.772728,13.7982,13.7982,32.49975,44.928154,29.391352
2016/4/1,觀音,5.8,53.0,58.8,58.0,5.7,86.0,35.0,4.278318,20.757534,20.846369,20.846369,20.389505,86.37833,62.606205
2016/4/1,觀音,8.4,58.0,66.1,66.0,2.2,94.0,53.0,5.2425404,24.1771,24.406525,24.406523,17.042122,83.599846,61.367813
2016/4/1,觀音,13.0,59.0,78.0,78.0,1.7,95.0,52.0,6.024238,31.595984,32.27981,32.27981,14.209135,63.9209,44.03339
2016/4/1,觀音,15.0,57.0,77.0,77.0,1.7,106.0,69.0,5.8109913,27.143526,29.600512,29.600512,22.270842,62.20615,41.40366
2016/4/2,觀音,3.2,56.0,79.0,79.0,1.5,97.0,50.0,5.250226,14.970696,18.678736,18.678736,34.329475,67.13559,46.711487
2016/4/2,觀音,5.7,47.0,67.0,67.0,1.4,88.0,48.0,5.044373,11.9384,16.160316,16.160316,41.036736,65.20532,45.566277
2016/4/2,觀音,5.3,44.0,60.0,60.0,2.3,85.0,51.0,4.328892,10.260934,14.393663,14.393663,46.763016,52.363144,36.39436
2016/4/2,觀音,3.7,8.1,9.7,9.6,34.0,79.0,55.0,5.1967406,10.1711645,14.684897,14.684897,48.65694,45.594517,31.58834
2016/4/2,觀音,3.1,6.7,8.1,8.1,42.0,72.0,51.0,5.337002,9.597474,13.897729,13.897728,50.99219,44.51077,30.598843
2016/4/2,觀音,2.5,6.0,7.3,7.3,44.0,53.0,43.0,3.428066,7.6286764,10.541015,10.541016,59.488663,44.238586,30.648426
2016/4/2,觀音,2.1,7.9,9.4,9.4,43.0,42.0,39.0,2.4710004,7.118108,9.63905,9.639049,60.78076,42.05247,28.817888
2016/4/2,觀音,3.4,11.0,12.6,13.0,43.0,44.0,42.0,2.402282,7.539512,9.95466,9.95466,59.614624,41.925404,28.988125
2016/4/2,觀音,5.3,14.0,16.5,16.0,40.0,61.0,37.0,2.0269358,7.4987106,9.53916,9.539159,55.845867,41.336792,28.478668
2016/4/2,觀音,4.8,11.0,14.2,14.0,44.0,54.0,36.0,1.6839365,6.9443655,8.214578,8.214578,52.656513,40.404057,27.623766
2016/4/2,觀音,3.9,11.0,13.9,14.0,47.0,61.0,32.0,1.6096085,8.316708,8.876328,8.876328,47.964813,38.75225,26.635157
2016/4/2,觀音,4.1,10.0,12.9,13.0,53.0,62.0,38.0,1.8458259,9.597237,9.741057,9.741057,46.996113,39.37843,27.213638
2016/4/2,觀音,3.7,8.1,10.5,10.0,61.0,59.0,37.0,2.078111,10.086581,10.216025,10.216024,45.387802,40.974335,28.304125
2016/4/2,觀音,4.7,11.0,13.5,13.0,60.0,57.0,44.0,2.5148013,10.597098,10.717438,10.717438,41.885868,43.281124,29.723276
2016/4/2,觀音,5.0,16.0,18.7,18.0,57.0,60.0,46.0,3.4003155,13.352483,13.464257,13.464257,35.734966,44.996777,30.581694
2016/4/2,觀音,4.2,13.0,15.9,15.0,61.0,55.0,53.0,4.668431,17.789192,17.901554,17.901554,27.329191,49.68845,33.633575
2016/4/2,觀音,4.7,16.0,17.9,18.0,56.0,43.0,43.0,5.869505,20.661745,20.777176,20.777178,19.854464,58.422775,39.784462
2016/4/2,觀音,5.8,25.0,27.1,27.0,42.0,41.0,46.0,7.2964725,23.113321,23.221815,23.221815,14.687477,64.9402,44.389572
2016/4/2,觀音,3.3,19.0,20.8,21.0,45.0,49.0,45.0,8.374795,22.760912,22.851738,22.85174,13.195805,69.327835,47.692284
2016/4/2,觀音,3.1,18.0,19.6,19.0,40.0,53.0,53.0,7.0332203,18.459759,18.524559,18.52456,18.002836,54.372196,37.577232
2016/4/2,觀音,3.1,19.0,20.6,20.0,33.0,64.0,52.0,7.7613215,17.799719,17.881002,17.881,19.142326,46.55066,31.802998
2016/4/2,觀音,3.4,18.0,19.7,19.0,29.0,80.0,59.0,8.443428,19.173864,19.299799,19.299799,15.842339,54.547432,36.898254
2016/4/2,觀音,3.4,20.0,21.6,21.0,28.0,98.0,61.0,9.182814,23.579126,23.97443,23.97443,10.161879,58.80693,39.897476
2016/4/2,觀音,3.4,28.0,29.7,29.0,16.0,98.0,63.0,8.520974,20.478807,23.720608,23.720608,14.042357,56.690125,39.29438
2016/4/3,觀音,3.2,31.0,32.9,32.0,12.0,95.0,58.0,6.1926384,15.410557,21.57304,21.57304,22.904163,54.05129,36.48185
2016/4/3,觀音,4.4,22.0,23.9,24.0,16.0,96.0,63.0,4.697453,12.261699,18.070814,18.070814,31.140093,45.55327,29.505339
2016/4/3,觀音,5.9,24.0,26.0,26.0,9.6,95.0,61.0,5.306168,10.841565,16.351803,16.351803,35.41818,36.240486,24.007397
2016/4/3,觀音,5.1,23.0,23.5,24.0,10.0,97.0,63.0,4.7188044,9.379112,13.682853,13.682853,42.038776,33.15875,21.627264
2016/4/3,觀音,5.1,24.0,24.5,24.0,11.0,96.0,62.0,2.2885623,6.337405,8.981484,8.981485,49.692493,33.225315,20.862833
2016/4/3,觀音,4.9,20.0,20.3,20.0,18.0,101.0,66.0,1.0160699,4.2422423,6.3527813,6.3527813,47.881195,27.39296,15.499111
2016/4/3,觀音,4.7,12.0,12.3,12.0,28.0,103.0,63.0,0.7780645,3.5532079,5.459974,5.4599743,43.667137,20.189157,10.671709
2016/4/3,觀音,5.4,12.0,12.8,13.0,34.0,105.0,63.0,0.6754211,3.7410278,5.6052666,5.605267,43.066635,18.074617,9.204278
2016/4/3,觀音,5.5,16.0,17.9,18.0,32.0,96.0,48.0,0.44685695,3.822305,5.501975,5.5019755,39.391212,17.563267,9.218011
2016/4/3,觀音,3.2,11.0,12.5,13.0,45.0,83.0,43.0,0.45051926,3.7918289,5.060345,5.0603447,33.97655,15.380988,7.99944
2016/4/3,觀音,3.4,15.0,16.3,16.0,50.0,73.0,37.0,1.2157416,5.6220164,6.349075,6.349075,32.011936,16.698666,8.687594
2016/4/3,觀音,4.3,11.0,11.9,12.0,60.0,72.0,43.0,2.9645765,13.178725,13.565147,13.565147,31.80666,23.494734,13.384952
2016/4/3,觀音,3.4,11.0,11.2,11.0,63.0,77.0,46.0,2.8425853,16.48364,17.159664,17.159664,25.207598,23.724901,13.123613
2016/4/3,觀音,2.7,18.0,19.1,19.0,49.0,80.0,46.0,2.7174196,13.543181,14.326535,14.326535,24.055676,18.759315,9.086945
2016/4/3,觀音,1.8,25.0,28.5,28.0,36.0,84.0,44.0,2.5901039,12.748635,13.476595,13.476595,23.991764,18.990349,9.71019
2016/4/3,觀音,1.7,8.7,9.6,9.6,45.0,78.0,40.0,2.4863653,13.696038,14.574989,14.574989,20.501558,18.437496,9.32339
2016/4/3,觀音,1.6,8.7,8.899999999999999,8.8,41.0,69.0,32.0,2.3698018,13.101707,13.934155,13.934155,19.413961,17.895515,9.474933
2016/4/3,觀音,1.6,7.2,7.3,7.1,41.0,56.0,29.0,2.4365187,12.571873,13.190248,13.1902485,18.091236,17.830915,10.253808
2016/4/3,觀音,1.7,8.3,8.4,8.2,37.0,47.0,25.0,2.6086814,11.2333145,11.616567,11.616568,17.79663,18.941545,11.415636
2016/4/3,觀音,3.2,9.3,9.4,9.4,31.0,42.0,27.0,2.9278617,12.987928,13.370468,13.370467,15.6856365,21.703358,13.320258
2016/4/3,觀音,3.0,9.6,9.799999999999999,9.8,31.0,47.0,25.0,3.4944732,16.409092,16.9577,16.9577,12.429524,24.94583,15.765332
2016/4/3,觀音,1.9,11.0,11.1,11.0,30.0,47.0,25.0,3.5079455,20.34585,22.121717,22.121716,8.381158,27.853416,17.518702
2016/4/3,觀音,2.1,9.3,9.5,9.5,30.0,41.0,22.0,2.317862,22.309147,24.750835,24.750835,6.513994,26.32422,17.346739
2016/4/3,觀音,2.8,8.3,8.5,8.4,26.0,36.0,24.0,2.2816086,19.73315,24.740759,24.740759,8.074191,27.893492,18.307444
2016/4/4,觀音,3.5,9.8,10.0,9.9,21.0,47.0,22.0,1.8813692,15.159045,24.057716,24.057716,11.591803,26.315784,16.771894
2016/4/4,觀音,3.2,21.0,21.6,22.0,9.6,60.0,31.0,1.355748,9.015964,16.135674,16.135672,16.865936,24.573267,14.275005
2016/4/4,觀音,2.8,20.0,20.4,21.0,8.8,62.0,29.0,1.355135,6.103922,11.258295,11.258295,22.087727,27.874271,15.909405
2016/4/4,觀音,2.9,8.2,8.5,8.5,15.0,62.0,46.0,2.0113192,7.371992,14.416999,14.416998,22.89772,32.402668,18.746649
2016/4/4,觀音,2.9,8.2,8.5,8.4,20.0,64.0,38.0,1.2631795,5.9076123,11.64679,11.64679,24.46005,24.075413,13.697076
2016/4/4,觀音,2.6,8.9,9.4,9.4,18.0,62.0,42.0,1.106465,5.0690494,9.75489,9.75489,25.670681,22.110353,12.711188
2016/4/4,觀音,2.2,12.0,13.2,13.0,14.0,60.0,33.0,1.4978588,5.151769,8.737554,8.737553,30.85527,21.500301,12.807854
2016/4/4,觀音,2.3,8.9,10.5,11.0,19.0,52.0,43.0,1.6048106,4.582887,6.6187935,6.618793,36.735428,19.13549,11.10818
2016/4/4,觀音,2.4,11.0,13.9,14.0,19.0,61.0,39.0,1.8754079,3.6074588,4.6404624,4.6404624,38.844612,19.237188,10.315317
2016/4/4,觀音,3.2,11.0,13.7,14.0,23.0,59.0,44.0,2.3184636,5.014892,6.122394,6.1223946,38.634262,20.99856,12.019422
2016/4/4,觀音,4.5,11.0,13.6,13.0,27.0,63.0,37.0,2.8586087,7.7565594,8.465861,8.465861,35.721764,24.067516,14.521567
2016/4/4,觀音,3.8,11.0,14.1,15.0,30.0,64.0,41.0,3.3796709,10.054125,10.24648,10.246479,32.4732,26.43144,16.182726
2016/4/4,觀音,2.8,10.0,13.2,13.0,24.0,51.0,37.0,3.282715,10.01109,10.188945,10.188944,31.38626,26.105995,15.257398
2016/4/4,觀音,2.4,11.0,13.6,13.0,22.0,59.0,38.0,3.280811,10.667409,10.834171,10.834171,28.900555,28.394573,17.190535
2016/4/4,觀音,5.1,14.0,17.9,18.0,17.0,53.0,35.0,4.287132,13.569016,13.763905,13.763904,24.051098,31.762451,20.049835
2016/4/4,觀音,5.1,15.0,17.3,18.0,16.0,70.0,39.0,5.42601,16.618448,16.829075,16.829075,21.123116,32.090324,20.265816
2016/4/4,觀音,6.6,17.0,19.7,20.0,19.0,63.0,44.0,5.4978967,19.07423,19.291828,19.291828,18.125282,36.515755,23.460789
2016/4/4,觀音,4.4,15.0,16.9,17.0,30.0,79.0,44.0,5.2768846,23.361637,23.681843,23.68184,11.961836,47.71588,31.100803
2016/4/4,觀音,4.3,22.0,23.4,23.0,21.0,82.0,47.0,5.8725486,28.81835,29.718113,29.718115,4.9069943,63.419266,39.291473
2016/4/4,觀音,4.6,24.0,25.8,26.0,19.0,80.0,45.0,6.3109956,31.86039,36.187756,36.18775,1.705192,54.969524,35.976334
2016/4/4,觀音,3.5,16.0,16.8,17.0,22.0,67.0,42.0,5.7415905,34.689682,51.2754,51.275402,0.3046107,48.487003,33.171364
2016/4/4,觀音,2.4,15.0,15.8,16.0,18.0,57.0,38.0,4.345884,33.164013,50.729347,50.729347,0.32050028,41.859016,28.70394
2016/4/4,觀音,4.0,28.0,30.5,30.0,4.2,65.0,42.0,3.989662,27.899912,34.75327,34.75327,3.231786,26.665707,18.691183
2016/4/4,觀音,4.5,28.0,30.5,30.0,4.8,62.0,41.0,3.8895895,18.305208,21.321842,21.321842,11.868455,25.557446,17.537445
2016/4/5,觀音,3.0,8.6,9.4,9.4,24.0,58.0,36.0,3.6807997,16.019957,22.70134,22.701342,15.413904,19.88582,14.632317
2016/4/5,觀音,3.2,6.0,6.5,6.5,28.0,40.0,27.0,3.3261654,10.62888,17.284845,17.284845,23.237263,12.776894,9.918102
2016/4/5,觀音,2.8,7.0,7.6,7.6,26.0,44.0,24.0,2.7946877,7.8779364,13.340149,13.340149,29.445885,9.863836,8.040437
2016/4/5,觀音,2.7,8.8,9.3,9.3,35.0,44.0,29.0,2.1252034,6.8447404,11.589849,11.589849,32.692787,11.025191,8.605002
2016/4/5,觀音,2.4,5.2,5.6000000000000005,5.6,40.0,63.0,24.0,2.2333012,6.1962924,10.171987,10.171988,36.65702,11.91897,8.775973
2016/4/5,觀音,2.8,5.3,5.7,5.7,40.0,62.0,34.0,2.0285609,5.7856455,9.445765,9.4457655,37.25554,13.731529,9.533635
2016/4/5,觀音,2.9,6.9,7.5,7.4,36.0,78.0,27.0,1.6502974,4.9577727,7.8323193,7.8323193,39.10027,15.320829,9.85228
2016/4/5,觀音,4.3,11.0,12.3,12.0,32.0,81.0,32.0,2.090964,5.152372,7.444767,7.4447665,44.74564,16.513395,10.610298
2016/4/5,觀音,4.6,14.0,17.1,17.0,29.0,88.0,27.0,2.435619,7.3400064,9.995918,9.995918,44.301712,17.473581,11.856777
2016/4/5,觀音,4.4,13.0,15.6,15.0,33.0,85.0,43.0,2.74793,9.436564,11.93944,11.93944,38.85971,17.55391,12.160709
2016/4/5,觀音,3.1,13.0,15.0,15.0,31.0,75.0,43.0,3.0638025,12.563057,13.87105,13.871051,32.764782,17.942383,12.618306
2016/4/5,觀音,3.1,11.0,12.7,12.0,35.0,66.0,48.0,3.8773072,13.0263815,13.2444,13.244401,27.459755,19.662296,13.394669
2016/4/5,觀音,7.6,17.0,22.9,23.0,31.0,69.0,43.0,5.2925043,16.836054,17.058002,17.058004,25.089073,24.151724,16.643944
2016/4/5,觀音,6.7,13.0,16.4,16.0,40.0,73.0,43.0,5.7736983,17.530613,17.682964,17.682964,27.796415,26.985231,19.031778
2016/4/5,觀音,4.9,12.0,14.3,14.0,49.0,78.0,41.0,7.5215816,22.089853,22.234173,22.234173,23.788485,33.261387,23.704718
2016/4/5,觀音,2.5,7.5,8.6,8.6,52.0,68.0,38.0,11.346958,29.472197,29.627102,29.627102,18.728231,48.706623,34.786148
2016/4/5,觀音,2.7,8.4,9.1,9.0,47.0,68.0,36.0,13.243616,32.184906,32.332954,32.33296,16.183588,66.34654,46.959564
2016/4/5,觀音,4.6,15.0,16.3,17.0,36.0,63.0,33.0,13.040885,34.20522,34.45777,34.45777,11.842567,71.94283,51.01773
2016/4/5,觀音,4.5,17.0,18.0,18.0,33.0,65.0,38.0,12.373983,41.138386,46.270573,46.270573,5.2425127,72.56467,52.207367
2016/4/5,觀音,4.9,18.0,19.0,19.0,29.0,68.0,40.0,12.042725,50.439793,83.004234,83.004234,0.07863493,79.13388,58.819126
2016/4/5,觀音,5.2,22.0,23.1,23.0,19.0,81.0,48.0,11.916555,47.399033,78.242744,78.242744,0.0790214,78.24265,57.631348
2016/4/5,觀音,8.7,38.0,44.0,44.0,6.3,103.0,42.0,10.950968,41.62564,61.309563,61.309566,0.082278036,78.027245,54.768143
2016/4/5,觀音,7.3,40.0,51.0,51.0,2.1,115.0,57.0,7.593706,36.033726,48.270245,48.27025,0.18105386,84.90324,57.860157
2016/4/5,觀音,5.2,42.0,51.1,51.0,1.0,119.0,52.0,4.9007826,31.271599,50.273544,50.273544,4.1766324,89.38414,62.472958
2016/4/6,觀音,5.4,39.0,59.0,59.0,1.1,108.0,60.0,6.2101035,23.549255,45.39737,45.39737,11.35507,59.394127,43.994232
2016/4/6,觀音,5.2,35.0,62.0,63.0,1.2,100.0,47.0,3.7848396,11.554522,20.37648,20.37648,20.627047,30.750795,21.639399
2016/4/6,觀音,5.6,35.0,63.0,63.0,1.2,93.0,52.0,3.0653074,8.318475,15.093917,15.093917,23.822575,20.16833,13.5207205
2016/4/6,觀音,3.9,21.0,23.8,24.0,6.9,95.0,44.0,5.825066,10.140981,20.447979,20.447977,21.267736,20.9558,14.170023
2016/4/6,觀音,4.0,23.0,25.0,25.0,7.0,93.0,44.0,7.7151084,12.350789,23.953129,23.953129,23.840246,31.161556,22.379688
2016/4/6,觀音,3.5,32.0,36.9,37.0,3.3,95.0,39.0,7.336158,10.549542,18.571678,18.571678,29.544815,31.36659,21.816818
2016/4/6,觀音,3.5,28.0,37.9,38.0,4.1,97.0,40.0,3.7309444,6.111102,9.632649,9.632649,38.223995,21.180565,14.593796
2016/4/6,觀音,3.6,19.0,29.0,29.0,12.0,102.0,48.0,4.0083904,6.757362,10.337471,10.337472,37.73644,20.99998,14.548341
2016/4/6,觀音,2.8,11.0,17.6,18.0,20.0,100.0,47.0,3.217656,6.7904644,9.845837,9.845836,37.1707,20.762875,13.519829
2016/4/6,觀音,3.5,10.0,16.2,16.0,24.0,89.0,45.0,1.7940143,6.166212,8.30275,8.30275,33.99622,17.609495,10.114802
2016/4/6,觀音,3.2,9.9,14.9,15.0,32.0,78.0,40.0,1.2829543,7.208524,8.388582,8.388581,31.88838,17.824907,9.997548
2016/4/6,觀音,2.5,11.0,15.7,16.0,37.0,66.0,39.0,1.0950599,7.771689,8.431987,8.431987,27.435541,13.863646,7.32001
2016/4/6,觀音,2.5,8.8,12.0,12.0,47.0,60.0,46.0,1.3229455,8.182692,8.964021,8.964021,22.214785,12.878197,6.401343
2016/4/6,觀音,2.6,7.3,10.2,10.0,51.0,54.0,44.0,1.9877529,9.39416,10.31574,10.315741,18.841396,12.999559,5.7587442
2016/4/6,觀音,2.2,5.7,7.9,7.9,49.0,51.0,41.0,2.6041305,10.584283,11.587214,11.587214,16.737284,14.80636,6.701336
2016/4/6,觀音,3.1,12.0,15.2,15.0,33.0,46.0,37.0,2.5006866,10.935109,11.995075,11.995075,14.850609,17.338428,9.3442545
2016/4/6,觀音,2.2,10.0,12.3,12.0,30.0,52.0,38.0,2.2709882,10.971049,12.144306,12.144307,12.943028,15.155198,8.948041
2016/4/6,觀音,2.3,9.2,11.2,11.0,28.0,52.0,34.0,2.8596013,13.436916,14.90351,14.90351,9.16336,15.13068,9.4404955
2016/4/6,觀音,1.8,9.4,11.0,11.0,27.0,56.0,37.0,2.9262514,17.71832,20.360893,20.360895,4.1581717,23.077188,14.377707
2016/4/6,觀音,1.7,7.0,8.8,8.8,27.0,55.0,35.0,2.8035083,18.464924,21.839653,21.839655,2.46456,26.360373,15.595276
2016/4/6,觀音,1.5,7.8,9.8,9.9,25.0,66.0,42.0,2.5291214,17.292961,20.018978,20.018978,3.0418992,28.827682,16.487303
2016/4/6,觀音,1.3,9.2,10.899999999999999,11.0,22.0,81.0,44.0,2.6145077,18.149677,21.149784,21.149784,2.0214603,31.337212,18.614134
2016/4/6,觀音,1.7,9.7,11.399999999999999,11.0,22.0,83.0,43.0,4.490423,20.559185,26.93452,26.934519,0.29586956,25.027485,12.75871
2016/4/6,觀音,2.7,11.0,12.7,12.0,17.0,77.0,41.0,3.8767753,15.540562,26.543865,26.543863,4.2150416,22.822979,9.896986
2016/4/7,觀音,2.0,6.0,7.6,7.6,22.0,58.0,35.0,2.7858088,9.479914,19.677328,19.677328,10.105096,19.150621,8.467246
2016/4/7,觀音,1.9,4.2,5.9,5.8,18.0,46.0,27.0,2.0605614,8.489952,18.368496,18.368498,13.909293,18.922197,8.189507
2016/4/7,觀音,1.8,3.7,5.300000000000001,5.3,19.0,37.0,19.0,3.0803225,9.011609,18.860447,18.860449,17.90228,22.231945,9.897409
2016/4/7,觀音,1.8,4.7,5.6000000000000005,5.6,17.0,36.0,15.0,3.8107474,8.054585,15.902566,15.902566,22.275928,23.084095,10.663864
2016/4/7,觀音,2.4,6.7,7.4,7.5,13.0,43.0,16.0,2.8264098,6.005201,10.820043,10.820043,28.712648,21.74807,9.750587
2016/4/7,觀音,4.4,17.0,22.1,22.0,1.1,50.0,20.0,2.008198,4.741675,7.713476,7.713476,36.64564,22.448093,10.080668
2016/4/7,觀音,4.8,15.0,21.5,21.0,4.3,48.0,21.0,1.815446,4.4712396,6.999921,6.9999204,39.233467,23.401308,10.174956
2016/4/7,觀音,3.5,13.0,18.7,18.0,9.0,47.0,18.0,1.3398907,4.4507923,6.916121,6.916121,37.456863,21.794773,8.658414
2016/4/7,觀音,2.7,10.0,16.1,16.0,13.0,44.0,19.0,1.0780408,4.8906684,7.475315,7.4753146,33.90294,19.54752,7.705014
2016/4/7,觀音,3.0,11.0,17.6,17.0,17.0,53.0,26.0,0.9790062,5.5911736,7.858792,7.8587923,31.269875,16.97608,7.3904047
2016/4/7,觀音,3.1,11.0,16.8,17.0,27.0,50.0,31.0,1.0080262,7.0353804,8.448534,8.448535,28.06734,16.039106,7.6474023
2016/4/7,觀音,3.2,13.0,20.4,21.0,24.0,50.0,34.0,1.1785641,7.6253858,8.262652,8.262653,26.957024,15.71952,7.6700354
2016/4/7,觀音,2.4,15.0,19.4,19.0,20.0,39.0,26.0,1.3867046,7.763449,8.341544,8.341544,26.208292,16.312704,7.9416456
2016/4/7,觀音,1.6,10.0,13.1,13.0,28.0,35.0,19.0,2.15035,9.696741,10.335016,10.335016,22.545593,18.300665,8.830151
2016/4/7,觀音,1.4,7.0,9.4,9.4,32.0,29.0,34.0,4.900913,20.464735,21.919056,21.919056,9.895527,21.137291,10.414405
2016/4/7,觀音,1.5,4.6,6.3999999999999995,6.3,35.0,36.0,55.0,5.3235483,26.270977,28.721813,28.721811,3.7049625,22.450773,11.443066
2016/4/7,觀音,1.5,3.7,4.6000000000000005,4.6,37.0,40.0,67.0,4.9047227,27.257093,30.179482,30.179482,2.2163277,26.456879,13.89181
2016/4/7,觀音,1.8,5.1,5.8999999999999995,5.9,34.0,43.0,43.0,5.5196505,28.641178,35.37014,35.37014,0.37531963,31.673983,17.127043
2016/4/7,觀音,1.7,5.6,6.3999999999999995,6.3,34.0,39.0,20.0,5.355782,28.542,37.631065,37.631065,0.12800829,33.361427,18.00934
2016/4/7,觀音,2.1,5.3,6.0,6.0,33.0,40.0,17.0,5.335438,28.917908,34.808666,34.808666,1.299396,25.714088,14.278353
2016/4/7,觀音,2.3,4.4,5.2,5.2,33.0,39.0,20.0,4.221939,23.734526,25.80622,25.80622,5.1657925,22.31604,13.680049
2016/4/7,觀音,2.9,5.2,6.0,5.9,29.0,33.0,19.0,3.2844062,16.010338,16.609297,16.609299,10.511932,19.93371,12.347673
2016/4/7,觀音,5.5,12.0,12.7,13.0,17.0,38.0,20.0,3.8582458,15.981277,16.638823,16.638823,9.37951,19.73645,12.354467
2016/4/7,觀音,3.0,11.0,11.7,12.0,18.0,44.0,22.0,3.9768884,16.599976,20.992908,20.992908,8.198316,20.538038,13.714476
2016/4/8,觀音,2.4,11.0,11.9,12.0,18.0,63.0,26.0,3.7223647,14.158599,23.968039,23.968039,11.151693,20.923119,14.252217
2016/4/8,觀音,3.2,9.7,10.6,11.0,22.0,60.0,27.0,2.8873281,11.767515,23.923014,23.923014,14.464329,20.713013,14.133534
2016/4/8,觀音,3.3,8.7,9.399999999999999,9.4,20.0,62.0,29.0,2.4882057,9.661257,20.843029,20.843029,17.163244,19.796524,13.580853
2016/4/8,觀音,3.8,15.0,15.9,16.0,11.0,51.0,26.0,2.6596544,8.168485,17.717943,17.717943,19.108152,17.58838,12.320136
2016/4/8,觀音,3.2,14.0,15.0,15.0,8.7,52.0,27.0,3.2294939,7.1278534,15.210233,15.210234,20.76368,13.971401,10.471322
2016/4/8,觀音,4.5,15.0,17.3,18.0,6.5,54.0,31.0,3.3214993,6.091241,11.908792,11.908792,24.937197,15.136311,11.547853
2016/4/8,觀音,5.2,15.0,19.0,19.0,7.9,63.0,27.0,3.4930024,4.741274,8.332041,8.332041,30.439182,17.370953,12.950101
2016/4/8,觀音,2.2,11.0,16.1,16.0,12.0,61.0,18.0,3.0801227,2.998566,4.4863915,4.4863915,42.171673,16.431541,12.1813755
2016/4/8,觀音,4.6,12.0,17.4,17.0,15.0,54.0,16.0,2.835334,3.2233608,4.262312,4.262312,47.593067,17.907932,12.902193
2016/4/8,觀音,3.0,11.0,15.4,15.0,17.0,40.0,21.0,2.856871,4.578763,5.488238,5.488238,48.7716,20.935463,14.821803
2016/4/8,觀音,,,,,,32.0,31.0,3.0713425,6.007237,6.52221,6.52221,45.559807,19.54121,13.999569
2016/4/8,觀音,,,,,,,,2.910689,6.364123,6.490285,6.490285,43.916134,18.43743,12.729408
2016/4/8,觀音,4.7,12.0,16.9,17.0,22.0,27.0,22.0,2.5943115,6.525175,6.637866,6.637866,42.471478,18.55012,11.829774
2016/4/8,觀音,2.1,8.7,11.2,11.0,33.0,31.0,22.0,2.5062447,6.5725646,6.6844163,6.684416,40.56547,16.23764,10.445638
2016/4/8,觀音,1.4,5.6,6.699999999999999,6.8,42.0,35.0,43.0,2.412731,6.5166206,6.63184,6.63184,38.316414,17.286749,11.29478
2016/4/8,觀音,1.7,6.7,7.9,7.9,42.0,42.0,46.0,3.0543463,7.5876527,7.6853123,7.6853123,35.642727,20.754227,14.012164
