序號,縣市,鄉鎮市區,測站,監測日期,測項(單位),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
272,桃園市,觀音區,觀音,2016/4/15,相對濕度 RH (percent),92,92,92,90,88,88,86,83,81,79,77,75,78,83,88,90,91,92,92,92,92,92,92,92
273,桃園市,觀音區,觀音,2016/4/15,二氧化氮 NO2 (ppb),12,15,7.4,12,19,20,37,42,30,21,19,19,21,17,18,21,27,16,16,12,9.4,4.5,5,14
274,桃園市,觀音區,觀音,2016/4/14,一氧化氮 NO (ppb),0.9,1,0.9,0.4,0.5,0.8,2.1,6.7,11,5.8,7.2,2.3,1.5,5.7,3.8,14,6.8,2.4,2.1,4.4,25,22,4.5,0.6
275,桃園市,觀音區,觀音,2016/4/14,一氧化碳 CO (ppm),0.27,0.24,0.18,0.19,0.21,0.23,0.25,0.47,0.63,0.68,0.51,0.3,0.32,0.37,0.38,0.53,0.49,0.44,0.5,0.58,0.76,0.67,0.54,0.2
276,桃園市,觀音區,觀音,2016/4/14,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,4.2,4.3,0,4.2,4.1,4.1,4.4,0,0,0,,0
277,桃園市,觀音區,觀音,2016/4/14,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,32,25,0,61,47,40,16,0,0,0,,0
278,桃園市,觀音區,觀音,2016/4/14,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,6,1.5,0,0.5,4.5,3.5,4.5,0,0,0,,0
279,桃園市,觀音區,觀音,2016/4/14,小時風向值 WD_HR (degrees),307,51,51,55,66,62,86,96,98,90,57,75,65,63,71,82,49,85,92,88,83,105,73,53
280,桃園市,觀音區,觀音,2016/4/14,溫度 AMB_TEMP (℃),21,20,21,21,21,22,22,22,22,23,23,23,22,22,21,22,21,21,21,21,21,21,22,21
281,桃園市,觀音區,觀音,2016/4/14,風向 WIND_DIREC (degrees),320,52,61,62,106,61,89,100,101,86,55,73,82,67,53,87,55,96,96,73,49,115,57,66
282,桃園市,觀音區,觀音,2016/4/14,小時風速值 WS_HR (m/sec),2.1,1.7,1.7,1.4,1.4,1.1,2.4,1.9,1.8,2.3,2.2,3.3,2.7,3,2.4,2.3,1.8,2.4,1.9,2.9,1.6,0.9,1.9,7
283,桃園市,觀音區,觀音,2016/4/14,臭氧 O3 (ppb),52,43,43,38,35,26,20,14,12,22,21,37,33,26,23,5.9,14,17,10,11,0.9,0.9,9.4,56
284,桃園市,觀音區,觀音,2016/4/14,懸浮微粒 PM 10  (μg/m 3 ),25,26,26,27,23,25,23,33,37,48,40,41,33,40,41,53,56,61,50,45,36,43,44,40
285,桃園市,觀音區,觀音,2016/4/14,氮氧化物 NOx (ppb),5.6,5.2,3.9,4.8,6.6,16,19,30,43,34,32,13,16,29,32,60,42,33,37,36,72,71,46,7.4
286,桃園市,觀音區,觀音,2016/4/14,風速 WIND_SPEED (m/sec),2.4,2.9,2.7,1.8,1.3,2.7,2.3,1.6,2.4,2.6,3.4,4,2.7,3.5,2.1,2.7,2.7,1.4,2.5,2.4,0.9,1.7,4,6.8
287,桃園市,觀音區,觀音,2016/4/14,二氧化硫 SO2 (ppb),1.4,1.7,1.6,1.9,2.8,5.7,5.6,4.8,5.3,5.2,8.9,4,4.5,5.7,5,10,6.2,6.4,3,4.2,15,13,6.8,2.8
288,桃園市,觀音區,觀音,2016/4/14,細懸浮微粒 PM 2.5  (μg/m 3 ),8,10,7,10,8,8,10,13,22,25,32,29,26,20,25,27,32,27,25,22,24,27,23,22
289,桃園市,觀音區,觀音,2016/4/14,相對濕度 RH (percent),92,92,92,92,91,91,92,91,90,88,88,88,89,92,92,92,92,92,92,92,92,92,92,92
290,桃園市,觀音區,觀音,2016/4/14,二氧化氮 NO2 (ppb),4.8,4.2,3,4.5,6.1,15,17,23,33,28,25,11,14,24,28,46,35,30,35,31,47,49,42,6.8
291,桃園市,觀音區,觀音,2016/4/13,一氧化氮 NO (ppb),0.7,0.7,0.5,0.8,0.7,0.6,0.4,0.8,1.6,2.3,1.3,0.7,,1.6,1.1,1,1.1,1.2,0.9,1,1,1.4,1.1,0.7
292,桃園市,觀音區,觀音,2016/4/13,一氧化碳 CO (ppm),0.32,0.32,0.28,0.3,0.32,0.3,0.21,0.22,0.27,0.24,0.26,0.24,0.27,0.23,0.2,0.2,0.25,0.24,0.31,0.31,0.29,0.31,0.27,0.26
293,桃園市,觀音區,觀音,2016/4/13,酸雨 PH_RAIN (pH),4.7,4.9,0,4.7,0,4.5,4.7,0,0,5,4.5,5,0,4.8,4.7,4.9,4.8,4.7,4.7,4.6,4.5,0,,0
294,桃園市,觀音區,觀音,2016/4/13,導電度 RAIN_COND (μmho/cm),11,7.6,0,10,0,22,30,0,0,26,19,29,0,8.9,9.9,8.1,11,16,8.6,11,28,0,,0
295,桃園市,觀音區,觀音,2016/4/13,降雨強度 RAIN_INT (㎜),12,1,0,0.5,0,2.5,2,0,0,0.5,3.5,2.5,0,4.5,6.5,8,4,3.5,0.5,0.5,2.5,0,,0
296,桃園市,觀音區,觀音,2016/4/13,小時風向值 WD_HR (degrees),181,123,231,183,129,243,208,210,241,256,246,231,224,248,287,233,246,260,259,286,303,349,312,312
297,桃園市,觀音區,觀音,2016/4/13,溫度 AMB_TEMP (℃),22,21,21,21,21,22,21,21,23,24,23,22,23,23,22,22,22,22,21,21,21,20,20,21
298,桃園市,觀音區,觀音,2016/4/13,風向 WIND_DIREC (degrees),126,147,272,134,72,248,197,217,256,261,247,227,238,252,297,194,253,280,240,319,293,319,310,304
299,桃園市,觀音區,觀音,2016/4/13,小時風速值 WS_HR (m/sec),0.8,1.9,0.6,0.6,0.7,2.9,4.6,3.3,2.9,4,6.9,7.1,3.5,5.2,1.9,3,4.3,4.2,1.6,0.4,1.7,0.6,2.9,2.6
300,桃園市,觀音區,觀音,2016/4/13,臭氧 O3 (ppb),19,32,35,30,25,28,54,55,48,42,50,55,35,28,35,33,38,35,44,38,45,36,45,47
301,桃園市,觀音區,觀音,2016/4/13,懸浮微粒 PM 10  (μg/m 3 ),70,67,60,37,30,27,32,25,31,27,35,31,,33,32,34,28,22,23,21,26,33,36,34
302,桃園市,觀音區,觀音,2016/4/13,氮氧化物 NOx (ppb),17,16,13,12,13,13,6.9,7.6,12,18,14,6.1,,8.3,5.9,6.8,8.1,11,9.8,12,9.5,14,7.8,6.3
303,桃園市,觀音區,觀音,2016/4/13,風速 WIND_SPEED (m/sec),2.5,1.2,0.7,1.5,0.5,6.5,4,3.6,3.2,4.4,8.6,4.7,3.4,4.7,2,4.8,5.3,2.9,0.9,1.3,3.1,2.3,3.3,2.7
304,桃園市,觀音區,觀音,2016/4/13,二氧化硫 SO2 (ppb),2.3,6.4,2.6,2.4,1.8,1.8,1.2,1.2,1.8,1.7,1.4,1.7,1.9,1.2,1,1.1,1.4,1.3,1.4,1.4,2.6,4.4,2.3,2.3
305,桃園市,觀音區,觀音,2016/4/13,細懸浮微粒 PM 2.5  (μg/m 3 ),26,26,20,18,17,15,10,5,10,11,18,8,,26,26,8,7,10,11,13,10,13,9,12
306,桃園市,觀音區,觀音,2016/4/13,相對濕度 RH (percent),92,92,92,92,92,92,92,89,84,83,89,91,89,88,91,92,92,92,92,92,92,92,92,92
307,桃園市,觀音區,觀音,2016/4/13,二氧化氮 NO2 (ppb),17,15,13,11,12,13,6.4,6.7,11,16,12,5.4,,6.7,4.9,5.8,7,9.6,8.9,11,8.5,12,6.8,5.6
308,桃園市,觀音區,觀音,2016/4/12,二氧化硫 SO2 (ppb),4.7,6.1,3,4.5,2.8,2.1,3,1.9,1.3,1.2,1.4,1.2,1.1,1.7,1.3,1.1,1.6,1.5,1.6,9.4,3.7,3.6,5,3.2
309,桃園市,觀音區,觀音,2016/4/12,細懸浮微粒 PM 2.5  (μg/m 3 ),9,15,15,12,6,12,13,20,14,18,17,24,24,29,27,29,29,35,39,41,42,36,29,29
310,桃園市,觀音區,觀音,2016/4/12,相對濕度 RH (percent),92,92,92,92,92,92,92,92,92,92,92,91,89,87,84,84,87,91,91,91,91,92,92,92
311,桃園市,觀音區,觀音,2016/4/12,一氧化碳 CO (ppm),0.19,0.3,0.2,0.21,0.2,0.18,0.27,0.28,0.2,0.21,0.21,0.22,0.22,0.2,0.19,0.22,0.23,0.22,0.22,0.27,0.26,0.24,0.29,0.29
312,桃園市,觀音區,觀音,2016/4/12,臭氧 O3 (ppb),28,21,33,32,33,32,15,32,40,39,40,42,44,47,52,53,51,51,48,29,25,35,25,21
313,桃園市,觀音區,觀音,2016/4/12,懸浮微粒 PM 10  (μg/m 3 ),38,29,23,31,34,37,37,40,41,44,43,45,40,44,42,52,54,65,68,71,66,58,58,60
314,桃園市,觀音區,觀音,2016/4/12,氮氧化物 NOx (ppb),23,26,13,14,13,14,26,13,6.7,6.4,7.3,7.1,6.4,6.7,5.3,5.8,7.3,6.2,7.3,26,28,14,25,20
315,桃園市,觀音區,觀音,2016/4/12,風速 WIND_SPEED (m/sec),2.5,0.7,1.4,2.4,1.8,0.7,1.4,3.9,2.7,2,2.1,1.6,2.2,1.7,2.6,2.5,2.2,2.3,1.2,1,0.6,1.5,1.2,1.1
316,桃園市,觀音區,觀音,2016/4/12,溫度 AMB_TEMP (℃),21,20,21,21,21,21,21,21,20,21,21,22,22,23,23,23,23,22,22,22,22,22,22,22
317,桃園市,觀音區,觀音,2016/4/12,風向 WIND_DIREC (degrees),95,71,86,92,96,176,243,67,58,58,53,60,52,47,40,53,58,60,70,55,48,99,249,231
318,桃園市,觀音區,觀音,2016/4/12,小時風速值 WS_HR (m/sec),2.1,1.8,1,2.1,1.8,0.7,0.8,0.5,2.2,1.9,1.5,1.3,1.3,1.5,1.1,1.5,1.4,1.7,1.7,1.4,1,1.3,0.5,0.5
319,桃園市,觀音區,觀音,2016/4/12,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,4.5
320,桃園市,觀音區,觀音,2016/4/12,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,19
321,桃園市,觀音區,觀音,2016/4/12,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2
322,桃園市,觀音區,觀音,2016/4/12,小時風向值 WD_HR (degrees),86,89,63,92,100,130,215,345,59,54,49,54,47,59,40,56,54,54,56,85,67,85,141,216
323,桃園市,觀音區,觀音,2016/4/12,一氧化氮 NO (ppb),1.3,0.6,0.4,0.7,0.6,0.7,1.8,1.6,1.2,1,1.3,1.3,1.3,1.2,1.1,1,1.2,0.9,0.6,1.1,1.3,0.7,0.7,0.6
324,桃園市,觀音區,觀音,2016/4/12,二氧化氮 NO2 (ppb),22,26,13,13,12,14,24,11,5.5,5.4,6,5.8,5.1,5.5,4.2,4.8,6.1,5.4,6.7,24,26,14,24,19
325,桃園市,觀音區,觀音,2016/4/11,二氧化硫 SO2 (ppb),1.7,1.8,1.9,5.4,5.3,5.2,5.4,3.4,3.5,6.3,3.4,3.8,7.6,4.5,3.8,3.7,4.3,3.2,4.6,5.8,3.6,5.1,5.3,6.3
326,桃園市,觀音區,觀音,2016/4/11,二氧化氮 NO2 (ppb),4.3,3.8,3.1,7.7,12,10,20,23,17,17,20,24,27,29,14,15,18,15,16,18,21,27,31,27
327,桃園市,觀音區,觀音,2016/4/11,相對濕度 RH (percent),90,89,91,92,92,92,92,92,90,90,91,92,92,92,91,91,89,90,90,88,88,91,92,92
328,桃園市,觀音區,觀音,2016/4/11,一氧化碳 CO (ppm),0.22,0.22,0.2,0.21,0.21,0.28,0.27,0.28,0.28,0.24,0.23,0.24,0.32,0.23,0.22,0.22,0.23,0.19,0.2,0.22,0.26,0.26,0.28,0.27
329,桃園市,觀音區,觀音,2016/4/11,臭氧 O3 (ppb),43,45,48,43,38,41,31,30,34,32,29,26,25,24,40,39,39,41,38,34,29,22,16,20
330,桃園市,觀音區,觀音,2016/4/11,懸浮微粒 PM 10  (μg/m 3 ),33,36,27,25,26,35,39,39,37,34,35,34,33,30,27,26,23,29,32,40,38,34,38,42
331,桃園市,觀音區,觀音,2016/4/11,氮氧化物 NOx (ppb),4.5,4.1,3.4,8.3,12,11,21,25,19,19,23,29,30,34,15,17,20,16,17,19,22,28,34,28
332,桃園市,觀音區,觀音,2016/4/11,風速 WIND_SPEED (m/sec),1.2,3.1,3.7,4,3.2,3.9,3.2,4.2,3.7,4.2,3.5,3.6,2.3,3.4,3.5,4,3.4,3.5,4.2,2.9,1.9,1.7,1.9,2.1
333,桃園市,觀音區,觀音,2016/4/11,溫度 AMB_TEMP (℃),20,21,20,20,20,19,19,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21
334,桃園市,觀音區,觀音,2016/4/11,風向 WIND_DIREC (degrees),63,52,60,64,84,82,86,83,70,84,81,84,94,77,59,75,85,84,53,84,68,68,80,83
335,桃園市,觀音區,觀音,2016/4/11,小時風速值 WS_HR (m/sec),0.9,1.8,3.3,3.5,3.1,3.4,3.2,4,3.7,4,3.6,3.8,3,3.7,3.8,3.7,3.6,3.9,3.8,3.4,2.2,2.2,1.7,2.2
336,桃園市,觀音區,觀音,2016/4/11,酸雨 PH_RAIN (pH),0,0,4.4,4.2,0,0,4.2,0,0,0,4.5,0,4.4,0,0,0,0,0,0,0,0,4.7,4.5,4.6
337,桃園市,觀音區,觀音,2016/4/11,導電度 RAIN_COND (μmho/cm),0,0,37,45,0,0,60,0,0,0,25,0,35,0,0,0,0,0,0,0,0,27,16,8.7
338,桃園市,觀音區,觀音,2016/4/11,降雨強度 RAIN_INT (㎜),0,0,1.5,0.5,0,0,0.5,0,0,0,2.5,0,1,0,0,0,0,0,0,0,0,0.5,5.5,3
339,桃園市,觀音區,觀音,2016/4/11,小時風向值 WD_HR (degrees),54,50,52,63,69,88,83,83,76,72,80,83,87,82,64,68,75,79,69,58,79,81,77,74
340,桃園市,觀音區,觀音,2016/4/11,一氧化氮 NO (ppb),0.2,0.3,0.3,0.7,0.6,0.7,1.5,2,2.2,1.8,2.4,5.9,3,5.7,2,1.8,1.7,1.3,1.1,0.8,1,1.5,3.6,1.4
341,桃園市,觀音區,觀音,2016/4/11,細懸浮微粒 PM 2.5  (μg/m 3 ),13,6,1,3,6,9,11,17,15,16,9,14,13,11,16,15,18,17,11,13,13,16,13,6
342,桃園市,觀音區,觀音,2016/4/10,二氧化硫 SO2 (ppb),2.8,1.8,4.7,10,5.6,4.5,4.7,6,5.9,3.6,3.5,4,3,2.2,2.2,1.7,1.6,1.9,1.8,2.8,3.6,2.8,2.8,3
343,桃園市,觀音區,觀音,2016/4/10,二氧化氮 NO2 (ppb),10,11,12,30,24,32,24,28,17,10,11,11,8.5,6.6,6.7,8.4,7.1,10,16,7.5,9.6,7.7,7.1,8.3
344,桃園市,觀音區,觀音,2016/4/10,相對濕度 RH (percent),92,92,92,92,92,92,92,92,88,81,82,88,92,92,92,92,92,92,90,90,90,92,92,92
345,桃園市,觀音區,觀音,2016/4/10,一氧化碳 CO (ppm),0.2,0.22,0.25,0.29,0.26,0.31,0.32,0.41,0.36,0.29,0.31,0.27,0.24,0.22,0.22,0.22,0.21,0.23,0.22,0.19,0.25,0.2,0.23,0.25
346,桃園市,觀音區,觀音,2016/4/10,臭氧 O3 (ppb),32,30,25,11,15,7.5,9.5,8.7,12,24,29,32,37,40,38,37,34,26,24,32,29,32,37,40
347,桃園市,觀音區,觀音,2016/4/10,懸浮微粒 PM 10  (μg/m 3 ),44,41,35,39,40,46,46,47,47,48,53,51,47,39,42,38,38,24,26,20,26,25,28,30
348,桃園市,觀音區,觀音,2016/4/10,氮氧化物 NOx (ppb),11,12,13,31,25,35,29,39,25,14,14,13,9.8,7.5,7.3,8.8,7.6,11,17,8,10,8.2,7.6,8.9
349,桃園市,觀音區,觀音,2016/4/10,風速 WIND_SPEED (m/sec),3.5,1.9,0.9,0.5,0.8,0.9,1.4,2,0.9,2.2,2.3,1.9,2,0.8,2.8,2.3,2.9,1.8,4,4.7,4.3,2.6,3.7,2.9
350,桃園市,觀音區,觀音,2016/4/10,溫度 AMB_TEMP (℃),19,20,20,20,20,20,20,22,23,25,25,23,22,22,23,21,21,22,23,23,23,21,20,20
351,桃園市,觀音區,觀音,2016/4/10,風向 WIND_DIREC (degrees),93,84,88,160,2.6,73,91,104,161,324,316,58,46,260,300,254,207,261,269,277,266,295,303,47
352,桃園市,觀音區,觀音,2016/4/10,小時風速值 WS_HR (m/sec),2.5,2.4,1,0.3,0.4,0.4,0.7,1.7,1.3,0.5,1.1,1.7,1.4,0.7,1.8,1.9,2.1,1.7,3.4,3.7,4.5,2.4,2.5,1.1
353,桃園市,觀音區,觀音,2016/4/10,酸雨 PH_RAIN (pH),4.1,0,0,0,0,0,0,0,0,0,0,0,4.7,4,3.9,4.4,4.7,0,0,0,0,0,0,0
354,桃園市,觀音區,觀音,2016/4/10,導電度 RAIN_COND (μmho/cm),79,0,0,0,0,0,0,0,0,0,0,0,36,91,111,18,7.6,0,0,0,0,0,0,0
355,桃園市,觀音區,觀音,2016/4/10,降雨強度 RAIN_INT (㎜),2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,14,3,0,0,0,0,0,0,0
356,桃園市,觀音區,觀音,2016/4/10,小時風向值 WD_HR (degrees),75,94,81,109,124,83,108,111,136,251,324,53,51,40,282,291,216,232,264,273,268,287,299,315
357,桃園市,觀音區,觀音,2016/4/10,一氧化氮 NO (ppb),0.6,0.5,0.6,1,0.8,3.4,4.6,11,7.7,3.7,3,1.8,1.3,0.9,0.6,0.4,0.5,0.5,0.8,0.5,0.4,0.4,0.5,0.6
358,桃園市,觀音區,觀音,2016/4/10,細懸浮微粒 PM 2.5  (μg/m 3 ),13,10,10,20,15,26,24,28,32,36,33,28,22,24,19,20,17,13,12,10,13,9,13,14
359,桃園市,觀音區,觀音,2016/4/9,二氧化硫 SO2 (ppb),2.5,2.9,2,6.1,7.4,4.9,3.6,3.2,1.5,1.5,1.7,1.5,2.8,6.2,2.4,5.3,4.2,6.1,2.6,2.6,2,2.3,2,2
360,桃園市,觀音區,觀音,2016/4/9,二氧化氮 NO2 (ppb),4.1,9.3,7.1,13,24,16,13,12,9.4,8.1,7.9,7.7,7.2,10,6.9,11,11,27,17,18,9.6,7.6,7.2,8.3
361,桃園市,觀音區,觀音,2016/4/9,相對濕度 RH (percent),92,92,92,92,92,92,92,92,92,92,91,88,87,84,87,86,87,87,87,87,90,91,91,92
362,桃園市,觀音區,觀音,2016/4/9,一氧化碳 CO (ppm),0.22,0.24,0.25,0.27,0.47,0.3,0.27,0.29,0.22,0.22,0.23,0.23,0.21,0.22,0.2,0.25,0.25,0.33,0.31,0.36,0.23,0.19,0.19,0.2
363,桃園市,觀音區,觀音,2016/4/9,臭氧 O3 (ppb),43,38,38,28,8,23,27,30,33,35,36,38,40,41,45,44,42,28,37,28,40,39,40,39
364,桃園市,觀音區,觀音,2016/4/9,懸浮微粒 PM 10  (μg/m 3 ),45,40,44,52,69,69,62,45,44,47,54,53,50,47,47,55,53,52,50,58,62,59,54,52
365,桃園市,觀音區,觀音,2016/4/9,氮氧化物 NOx (ppb),4.7,10,7.6,14,25,16,15,13,11,9.3,9.2,9.3,8.9,13,7.7,12,12,29,18,19,10,8,7.7,8.9
366,桃園市,觀音區,觀音,2016/4/9,風速 WIND_SPEED (m/sec),3.4,3.2,2.7,1.2,1.5,2.2,1.6,2.5,1.7,1.5,2,2.4,2.3,2.8,2.9,2.8,2.4,2,0.8,2.8,1.9,2.7,3.4,4.1
367,桃園市,觀音區,觀音,2016/4/9,溫度 AMB_TEMP (℃),21,21,21,21,22,21,21,21,21,21,22,22,23,23,22,22,22,22,22,23,22,22,21,20
368,桃園市,觀音區,觀音,2016/4/9,風向 WIND_DIREC (degrees),51,91,114,142,275,292,357,54,51,47,60,49,54,53,49,48,75,104,238,254,260,283,301,45
369,桃園市,觀音區,觀音,2016/4/9,小時風速值 WS_HR (m/sec),3.2,2.9,2.4,1.4,0.5,1.4,0.4,1,1.6,1.5,1.3,1.6,2.1,1.8,2.5,2.2,2.2,1.8,0.7,1.4,1.7,2.1,2.7,3.2
370,桃園市,觀音區,觀音,2016/4/9,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.5
371,桃園市,觀音區,觀音,2016/4/9,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,95
372,桃園市,觀音區,觀音,2016/4/9,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.5
373,桃園市,觀音區,觀音,2016/4/9,小時風向值 WD_HR (degrees),50,86,100,131,193,297,352,44,46,48,51,49,54,50,52,55,57,91,129,250,255,274,306,310
374,桃園市,觀音區,觀音,2016/4/9,一氧化氮 NO (ppb),0.6,0.7,0.5,0.7,0.8,0.8,1.4,1.5,1.2,1.1,1.3,1.6,1.7,2.3,0.8,1.4,0.9,2,0.9,0.6,0.5,0.4,0.5,0.5
375,桃園市,觀音區,觀音,2016/4/9,細懸浮微粒 PM 2.5  (μg/m 3 ),35,18,20,24,40,39,31,23,21,26,26,28,33,38,37,37,48,53,50,44,43,39,33,19
376,桃園市,觀音區,觀音,2016/4/8,二氧化硫 SO2 (ppb),2.4,3.2,3.3,3.8,3.2,4.5,5.2,2.2,4.6,3,,,4.7,2.1,1.4,1.7,3.4,2.7,4.2,5.7,6.7,5.6,5.8,1.9
377,桃園市,觀音區,觀音,2016/4/8,二氧化氮 NO2 (ppb),11,9.7,8.7,15,14,15,15,11,12,11,,,12,8.7,5.6,6.7,11,14,24,24,18,21,16,8.2
378,桃園市,觀音區,觀音,2016/4/8,相對濕度 RH (percent),88,87,90,92,92,92,92,92,86,83,82,80,84,86,87,88,89,90,90,90,91,92,91,91
379,桃園市,觀音區,觀音,2016/4/8,一氧化碳 CO (ppm),0.24,0.24,0.24,0.15,0.15,0.18,0.23,0.3,0.25,0.23,,,0.34,0.29,0.24,0.26,0.27,0.27,0.27,0.27,0.37,0.28,0.28,0.28
380,桃園市,觀音區,觀音,2016/4/8,臭氧 O3 (ppb),18,22,20,11,8.7,6.5,7.9,12,15,17,,,22,33,42,42,40,37,26,25,28,23,24,35
381,桃園市,觀音區,觀音,2016/4/8,懸浮微粒 PM 10  (μg/m 3 ),63,60,62,51,52,54,63,61,54,40,32,,27,31,35,42,47,61,68,73,71,65,60,51
382,桃園市,觀音區,觀音,2016/4/8,氮氧化物 NOx (ppb),12,11,9.4,16,15,18,19,16,17,15,,,17,11,6.8,7.9,12,15,26,26,19,22,16,8.9
383,桃園市,觀音區,觀音,2016/4/8,風速 WIND_SPEED (m/sec),3.9,3.6,3.1,0.9,2.2,1.4,1.6,1.4,1.2,1.4,2.5,3.7,3.3,3,3.6,3,3.5,3.3,3.7,2.6,1.5,1.8,1.1,3.9
384,桃園市,觀音區,觀音,2016/4/8,溫度 AMB_TEMP (℃),25,25,25,23,22,22,22,22,23,24,24,24,23,23,22,22,22,21,21,21,21,21,21,22
385,桃園市,觀音區,觀音,2016/4/8,風向 WIND_DIREC (degrees),250,225,261,62,316,316,34,85,241,292,307,303,27,68,50,51,79,80,85,95,84,52,348,52
386,桃園市,觀音區,觀音,2016/4/8,小時風速值 WS_HR (m/sec),4,3.5,2.7,1.9,1,0.7,1.2,1,0.4,0.4,1.3,2.1,1.2,1.7,2.7,2.7,3.3,3.4,2.9,2.8,1.8,1.6,1.1,2.4
387,桃園市,觀音區,觀音,2016/4/8,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,桃園市,觀音區,觀音,2016/4/8,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,桃園市,觀音區,觀音,2016/4/8,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,桃園市,觀音區,觀音,2016/4/8,小時風向值 WD_HR (degrees),246,242,244,303,317,7.4,326,71,155,289,302,302,345,51,52,55,63,84,82,88,88,59,66,51
391,桃園市,觀音區,觀音,2016/4/8,一氧化氮 NO (ppb),0.9,0.9,0.7,0.9,1,2.3,4,5.1,5.4,4.4,,,4.9,2.5,1.1,1.2,1.3,1.5,1.7,1.4,1.1,1.3,0.9,0.7
392,桃園市,觀音區,觀音,2016/4/8,細懸浮微粒 PM 2.5  (μg/m 3 ),26,27,29,26,27,31,27,18,16,21,31,,22,22,43*,46,58*,40,43,48,44,35,35,37
393,桃園市,觀音區,觀音,2016/4/7,二氧化硫 SO2 (ppb),2,1.9,1.8,1.8,2.4,4.4,4.8,3.5,2.7,3,3.1,3.2,2.4,1.6,1.4,1.5,1.5,1.8,1.7,2.1,2.3,2.9,5.5,3
394,桃園市,觀音區,觀音,2016/4/7,二氧化氮 NO2 (ppb),6,4.2,3.7,4.7,6.7,17,15,13,10,11,11,13,15,10,7,4.6,3.7,5.1,5.6,5.3,4.4,5.2,12,11
395,桃園市,觀音區,觀音,2016/4/7,相對濕度 RH (percent),91,92,92,92,92,92,91,91,91,87,79,81,88,90,83,79,83,87,88,90,90,89,87,87
396,桃園市,觀音區,觀音,2016/4/7,一氧化碳 CO (ppm),0.21,0.16,0.15,0.16,0.16,0.29,0.28,0.29,0.22,0.21,0.24,0.21,0.18,0.17,0.17,0.17,0.17,0.19,0.19,0.18,0.17,0.19,0.28,0.23
397,桃園市,觀音區,觀音,2016/4/7,臭氧 O3 (ppb),22,18,19,17,13,1.1,4.3,9,13,17,27,24,20,28,32,35,37,34,34,33,33,29,17,18
398,桃園市,觀音區,觀音,2016/4/7,懸浮微粒 PM 10  (μg/m 3 ),58,46,37,36,43,50,48,47,44,53,50,50,39,35,29,36,40,43,39,40,39,33,38,44
399,桃園市,觀音區,觀音,2016/4/7,氮氧化物 NOx (ppb),7.6,5.8,5.3,5.6,7.5,22,21,18,16,17,17,21,19,13,9.4,6.3,4.6,5.9,6.3,6,5.2,5.9,13,12
400,桃園市,觀音區,觀音,2016/4/7,風速 WIND_SPEED (m/sec),2.8,3.7,2.5,3.3,1.6,1.8,2.6,2.6,2.7,3.7,3.1,2.5,3.6,3.4,4.2,3.7,3.6,2.6,3.3,3.9,3.7,3.6,3.1,3.8
401,桃園市,觀音區,觀音,2016/4/7,溫度 AMB_TEMP (℃),25,25,24,24,24,24,25,25,25,26,27,27,25,25,27,27,26,26,26,26,25,26,26,26
402,桃園市,觀音區,觀音,2016/4/7,風向 WIND_DIREC (degrees),247,253,249,249,217,200,242,251,249,236,260,281,248,246,249,232,235,241,234,228,223,221,249,245
403,桃園市,觀音區,觀音,2016/4/7,小時風速值 WS_HR (m/sec),2.9,3,3,3,2.5,1.5,2.5,2.2,2.9,3.3,3.1,2.4,2.7,3.4,3.9,3.9,3.2,2.8,3.3,3.4,3.9,3.5,2.8,3.7
404,桃園市,觀音區,觀音,2016/4/7,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,桃園市,觀音區,觀音,2016/4/7,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
