序號,縣市,鄉鎮市區,測站,監測日期,測項(單位),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
129,桃園市,觀音區,觀音,2016/10/24,風向 WIND_DIREC (degrees),73,72,77,73,75,77,78,76,72,70,73,76,51,51,46,48,43,84,79,82,86,50,81,92
130,桃園市,觀音區,觀音,2016/10/24,小時風速值 WS_HR (m/sec),2.7,3.5,4.2,4.1,4,4.3,4.2,4.6,4.2,4.2,4.5,5.3,4.7,5.1,5.1,5.6,4.4,3.4,2.8,3,2.3,1.9,1.6,2
131,桃園市,觀音區,觀音,2016/10/24,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,桃園市,觀音區,觀音,2016/10/24,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,桃園市,觀音區,觀音,2016/10/24,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,桃園市,觀音區,觀音,2016/10/24,小時風向值 WD_HR (degrees),77,73,76,79,75,77,81,77,69,70,63,60,62,50,49,47,45,54,79,82,86,76,75,84
135,桃園市,觀音區,觀音,2016/10/24,一氧化氮 NO (ppb),0.6,0.5,0.1,0.6,0.4,0.7,1.8,2.3,2.4,2.8,2.9,3.1,2.8,2.1,1.8,2.1,1.8,2.2,6.1,2,1.7,1.2,0.9,0.8
136,桃園市,觀音區,觀音,2016/10/24,細懸浮微粒 PM 2.5  (μg/m 3 ),15,13,9,8,9,9,12,13,11,3,18,22,22,3,8,19,18,15,10,15,12,18,15,17
137,桃園市,觀音區,觀音,2016/10/23,二氧化硫 SO2 (ppb),1.9,3,3.2,3.2,2.8,3.3,4,4.1,4,3.6,3.6,3.1,2.9,3.1,2.1,2.8,5.4,4,3.4,3.9,3.2,5.3,4.6,5.8
138,桃園市,觀音區,觀音,2016/10/23,二氧化氮 NO2 (ppb),8.3,7.6,6.3,7.2,6.8,7.5,8,7.4,6.2,5.9,5.1,7,3.9,4.3,3.2,4.7,6.5,7.5,5.3,6,11,16,16,20
139,桃園市,觀音區,觀音,2016/10/23,相對濕度 RH (percent),91,89,88,90,91,92,92,89,85,84,80,80,80,79,80,84,83,82,82,84,84,84,84,83
140,桃園市,觀音區,觀音,2016/10/23,一氧化碳 CO (ppm),0.15,0.16,0.18,0.17,0.2,0.18,0.19,0.19,0.17,0.18,0.15,0.13,0.12,0.13,0.15,0.21,0.19,0.15,0.14,0.16,0.17,0.21,0.19,0.26
141,桃園市,觀音區,觀音,2016/10/23,臭氧 O3 (ppb),12,13,14,14,13,12,11,14,17,22,28,30,30,29,35,40,37,34,38,39,37,29,26,20
142,桃園市,觀音區,觀音,2016/10/23,懸浮微粒 PM 10  (μg/m 3 ),28,28,26,31,30,39,31,35,33,40,31,35,34,43,27,35,31,45,33,30,24,27,34,38
143,桃園市,觀音區,觀音,2016/10/23,氮氧化物 NOx (ppb),9.7,9,7.7,7.3,7.1,7.8,8.8,9.7,9.1,8.4,6.8,9,5.3,5.6,4,5.5,7,8,5.6,6.2,11,16,17,21
144,桃園市,觀音區,觀音,2016/10/23,風速 WIND_SPEED (m/sec),4.5,4.8,4.8,6.1,5,4.6,3.9,6.1,5.2,6.4,6.4,3.7,4.1,3.7,2.9,3.5,3.7,5,5,5.5,5.5,4.1,3.4,4
145,桃園市,觀音區,觀音,2016/10/23,溫度 AMB_TEMP (℃),27,27,27,27,27,27,27,28,29,29,30,30,30,30,29,28,27,26,26,26,26,26,26,26
146,桃園市,觀音區,觀音,2016/10/23,風向 WIND_DIREC (degrees),244,231,238,240,246,244,242,251,252,249,254,260,264,271,303,76,67,80,76,65,83,83,85,80
147,桃園市,觀音區,觀音,2016/10/23,小時風速值 WS_HR (m/sec),4.4,4.4,4.5,5.4,5.2,4.6,4.2,4.4,5,5.9,5.9,5.7,4.4,3.5,2.5,0.4,3.8,4.1,4.6,4.5,4.9,4.6,3.4,3.2
148,桃園市,觀音區,觀音,2016/10/23,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,桃園市,觀音區,觀音,2016/10/23,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,桃園市,觀音區,觀音,2016/10/23,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,桃園市,觀音區,觀音,2016/10/23,小時風向值 WD_HR (degrees),242,232,239,236,245,248,244,245,250,251,254,254,259,268,291,65,58,80,72,70,79,81,79,84
152,桃園市,觀音區,觀音,2016/10/23,一氧化氮 NO (ppb),1.4,1.4,1.5,0.1,0.3,0.3,0.8,2.3,2.9,2.5,1.7,2,1.5,1.3,0.8,0.9,0.6,0.5,0.3,0.3,0.3,0.4,0.5,0.5
153,桃園市,觀音區,觀音,2016/10/23,細懸浮微粒 PM 2.5  (μg/m 3 ),11,8,9,8,8,10,13,15,20,16,15,12,15,17,16,18,15,20,12,11,5,15,17,19
154,桃園市,觀音區,觀音,2016/10/22,二氧化硫 SO2 (ppb),10,3.2,4.3,3.4,2.9,2,4.4,4.4,4.1,3.2,3.3,4,2.3,1.4,1.4,1.2,1.8,1.1,1,1,1.4,2.5,2.9,2.7
155,桃園市,觀音區,觀音,2016/10/22,二氧化氮 NO2 (ppb),26,20,25,27,22,20,19,20,21,16,13,9,4.1,2.8,1.9,2.1,3.2,4.5,2.9,2,2.3,3.1,9.4,9.4
156,桃園市,觀音區,觀音,2016/10/22,相對濕度 RH (percent),86,84,84,85,89,92,90,84,75,69,76,69,73,79,82,86,87,90,92,92,92,90,91,92
157,桃園市,觀音區,觀音,2016/10/22,一氧化碳 CO (ppm),0.46,0.36,0.41,0.41,0.35,0.33,0.36,0.4,0.37,0.34,0.36,0.3,0.15,0.1,0.08,0.09,0.1,0.14,0.09,0.09,0.09,0.11,0.17,0.17
158,桃園市,觀音區,觀音,2016/10/22,臭氧 O3 (ppb),2.9,5.9,1.4,1.7,0.6,0.9,2.3,7.7,17,29,41,50,42,35,33,31,28,26,25,26,25,23,14,12
159,桃園市,觀音區,觀音,2016/10/22,懸浮微粒 PM 10  (μg/m 3 ),56,56,51,43,51,50,56,58,59,63,58,60,48,42,35,34,34,42,41,38,27,29,29,33
160,桃園市,觀音區,觀音,2016/10/22,氮氧化物 NOx (ppb),28,21,28,31,28,25,29,32,30,22,16,11,5.9,4.5,3.3,3.6,4.6,6.1,4.3,3.5,3.6,4.4,11,11
161,桃園市,觀音區,觀音,2016/10/22,風速 WIND_SPEED (m/sec),1.7,1.1,0.7,1.2,0.9,1,1.3,1.1,1.3,2,1.2,4.8,6.2,6.1,5.5,6.1,5.1,4.5,5.3,4.9,5.3,3.9,3.6,4.5
162,桃園市,觀音區,觀音,2016/10/22,溫度 AMB_TEMP (℃),28,28,28,28,27,27,27,28,30,31,30,31,31,31,30,29,29,28,28,28,28,28,28,27
163,桃園市,觀音區,觀音,2016/10/22,風向 WIND_DIREC (degrees),250,86,208,245,203,199,187,123,117,308,289,241,255,252,253,247,248,244,239,242,240,235,236,238
164,桃園市,觀音區,觀音,2016/10/22,小時風速值 WS_HR (m/sec),0.9,0.4,0.6,0.6,1.1,0.8,1.2,0.9,1.5,0.6,1.2,4.1,5.2,5.8,5.1,5.2,5,4.5,4.5,4.4,4.6,4.5,3.5,3.7
165,桃園市,觀音區,觀音,2016/10/22,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,桃園市,觀音區,觀音,2016/10/22,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,桃園市,觀音區,觀音,2016/10/22,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,桃園市,觀音區,觀音,2016/10/22,小時風向值 WD_HR (degrees),166,157,114,231,238,209,188,143,112,80,298,251,252,251,249,247,251,248,237,238,241,238,239,241
169,桃園市,觀音區,觀音,2016/10/22,一氧化氮 NO (ppb),2.6,1.3,2.2,3.7,6.4,5.4,10,13,8.2,6,2.5,2.4,1.8,1.7,1.4,1.5,1.4,1.7,1.4,1.5,1.3,1.3,1.5,1.5
170,桃園市,觀音區,觀音,2016/10/22,細懸浮微粒 PM 2.5  (μg/m 3 ),44,25,24,27,25,22,16,18,21,26,26,26,21,17,19,14,10,17,21,21,15,9,15,6
171,桃園市,觀音區,觀音,2016/10/21,二氧化硫 SO2 (ppb),5.2,4.6,5.6,5.8,4.3,5.4,4.1,6,3.8,3.8,3.8,3.6,2.9,2.3,2,2.8,2.2,2.4,2.5,3.1,2.5,3.1,3.3,4.9
172,桃園市,觀音區,觀音,2016/10/21,二氧化氮 NO2 (ppb),13,13,14,13,16,15,17,27,15,12,12,11,11,7.2,2.4,5.3,5.3,9.9,12,8.3,6.8,5.8,8.2,21
173,桃園市,觀音區,觀音,2016/10/21,相對濕度 RH (percent),75,80,76,76,82,89,89,79,71,70,70,79,76,76,80,83,85,82,87,89,92,92,91,89
174,桃園市,觀音區,觀音,2016/10/21,一氧化碳 CO (ppm),0.63,0.66,0.62,0.58,0.63,0.49,0.5,0.6,0.39,0.31,0.32,0.16,0.15,0.14,0.1,0.11,0.14,0.33,0.3,0.21,0.17,0.2,0.23,0.36
175,桃園市,觀音區,觀音,2016/10/21,臭氧 O3 (ppb),54,69,77,70,46,22,16,10,21,25,31,21,29,29,28,28,34,37,35,36,31,29,18,5.7
176,桃園市,觀音區,觀音,2016/10/21,懸浮微粒 PM 10  (μg/m 3 ),111,115,117,115,117,115,111,98,79,73,55,59,57,53,49,47,54,54,63,76,72,72,55,60
177,桃園市,觀音區,觀音,2016/10/21,氮氧化物 NOx (ppb),13,13,13,13,17,16,18,32,20,15,14,15,16,9.1,3.5,6.7,6.1,11,13,8.9,7.3,6.4,8.6,22
178,桃園市,觀音區,觀音,2016/10/21,風速 WIND_SPEED (m/sec),1.7,1.6,1.1,2,3.3,1.5,1.2,1.3,2.6,1.8,3.6,2.2,3.4,2.7,1.6,1.7,0.6,0.8,0.6,0.9,1.8,2.4,1.3,1.3
179,桃園市,觀音區,觀音,2016/10/21,溫度 AMB_TEMP (℃),29,28,29,28,28,27,27,28,29,30,31,30,31,30,30,29,29,29,28,28,28,27,27,28
180,桃園市,觀音區,觀音,2016/10/21,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,桃園市,觀音區,觀音,2016/10/21,風向 WIND_DIREC (degrees),211,120,226,256,246,194,130,160,200,205,259,272,253,300,297,289,229,16,330,292,214,236,189,114
182,桃園市,觀音區,觀音,2016/10/21,小時風速值 WS_HR (m/sec),1.7,1.3,0.7,0.8,1.8,2.1,1,1.2,2.7,2.1,2.1,2.4,2.9,2,1.7,1.5,0.9,0.4,0.4,0.7,1.9,2,1.7,1
183,桃園市,觀音區,觀音,2016/10/21,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,桃園市,觀音區,觀音,2016/10/21,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,桃園市,觀音區,觀音,2016/10/21,小時風向值 WD_HR (degrees),223,179,169,243,248,227,196,131,191,195,230,264,254,273,289,293,291,307,47,286,241,232,223,137
186,桃園市,觀音區,觀音,2016/10/21,一氧化氮 NO (ppb),-0.2,-0.3,-0.3,0.6,0.6,0.5,1.2,4.9,4.6,2.9,2.4,4.5,4.2,1.9,1.1,1.4,0.8,0.8,0.8,0.6,0.5,0.5,0.4,0.9
187,桃園市,觀音區,觀音,2016/10/21,細懸浮微粒 PM 2.5  (μg/m 3 ),69,84,85,84,86,81,72,59,48,41,25,22,18,20,17,23,24,20,21,26,35,23,37,37
188,桃園市,觀音區,觀音,2016/10/20,二氧化硫 SO2 (ppb),3.3,4.3,3.7,4,4.6,4.7,4.3,4.1,3.4,2.4,2.1,2,2.1,2.2,2.3,2.6,4.6,7.6,7,6.2,2.1,2.7,5.3,6.2
189,桃園市,觀音區,觀音,2016/10/20,二氧化氮 NO2 (ppb),11,10,8.6,8.5,8,8.7,10,9.5,8.7,7.4,6.8,6.9,6,6.6,8.2,9.4,11,15,19,24,8.8,8.2,18,20
190,桃園市,觀音區,觀音,2016/10/20,相對濕度 RH (percent),86,82,78,77,77,77,77,75,71,66,60,53,47,48,45,50,59,74,76,68,61,65,74,73
191,桃園市,觀音區,觀音,2016/10/20,一氧化碳 CO (ppm),0.11,0.12,0.09,0.1,0.11,0.1,0.12,0.15,0.19,0.17,0.15,0.15,0.13,0.13,0.13,0.23,0.41,0.79,0.81,0.54,0.18,0.19,0.68,0.56
192,桃園市,觀音區,觀音,2016/10/20,臭氧 O3 (ppb),5.1,5.3,7.1,7.2,7.9,6.7,6.3,6.9,9.4,13,18,21,21,22,21,20,38,113,98,44,12,12,42,35
193,桃園市,觀音區,觀音,2016/10/20,懸浮微粒 PM 10  (μg/m 3 ),26,30,22,28,24,35,28,27,26,37,39,39,38,41,41,47,62,92,114,115,78,48,58,90
194,桃園市,觀音區,觀音,2016/10/20,氮氧化物 NOx (ppb),15,14,11,10,8.7,9.8,13,14,13,11,11,9.4,7.7,8.2,10,12,12,15,19,24,9.7,8.3,18,19
195,桃園市,觀音區,觀音,2016/10/20,風速 WIND_SPEED (m/sec),5.9,9.5,9.9,11,9.7,10,9.3,15,10,9.7,9.8,8.4,8.8,7.9,5.3,7,2.9,1,1.4,3.4,4.3,2.2,1.3,2.5
196,桃園市,觀音區,觀音,2016/10/20,溫度 AMB_TEMP (℃),27,28,28,28,29,29,29,29,29,31,33,34,35,34,35,34,32,29,29,30,31,31,29,29
197,桃園市,觀音區,觀音,2016/10/20,風向 WIND_DIREC (degrees),77,81,81,81,83,82,83,82,88,87,91,94,104,102,102,104,202,212,74,93,94,199,155,130
198,桃園市,觀音區,觀音,2016/10/20,小時風速值 WS_HR (m/sec),6.3,7.7,9,10,10,9.7,9.7,12,12,11,9.5,8.9,8.1,7.8,6.4,6.7,3.1,1.7,1.1,2.1,4.4,3.1,1.5,1.1
199,桃園市,觀音區,觀音,2016/10/20,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,桃園市,觀音區,觀音,2016/10/20,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,桃園市,觀音區,觀音,2016/10/20,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,桃園市,觀音區,觀音,2016/10/20,小時風向值 WD_HR (degrees),72,82,83,82,83,82,83,82,85,87,90,93,101,101,104,99,133,229,104,86,96,104,183,149
203,桃園市,觀音區,觀音,2016/10/20,一氧化氮 NO (ppb),3.4,3.7,2.8,1.7,0.7,1.1,2.8,4.5,4.5,3.8,3.7,2.5,1.8,1.6,2,2.5,1.8,-0.4,-0.3,0.1,0.9,0.1,-0.2,-0.2
204,桃園市,觀音區,觀音,2016/10/20,細懸浮微粒 PM 2.5  (μg/m 3 ),10,3,7,6,6,2,7,7,8,1,3,5,11,11,13,8,18,41,75,86,60,29,24,46
205,桃園市,觀音區,觀音,2016/10/19,二氧化硫 SO2 (ppb),5.7,1.8,4.9,8.7,8.3,5.1,6.6,5.5,4.2,4.9,4.5,2.6,2.6,2.4,1.9,3.3,4.4,4.7,4.8,4.5,4.3,4.3,4.9,4.3
206,桃園市,觀音區,觀音,2016/10/19,二氧化氮 NO2 (ppb),11,6.6,7,17,15,9.7,13,11,12,14,11,6.8,6.1,6.3,5.5,7.4,12,17,16,14,12,12,13,13
207,桃園市,觀音區,觀音,2016/10/19,相對濕度 RH (percent),77,76,78,79,79,79,78,75,73,69,64,60,59,56,56,58,64,70,72,73,75,76,83,83
208,桃園市,觀音區,觀音,2016/10/19,一氧化碳 CO (ppm),0.16,0.12,0.13,0.15,0.17,0.14,0.17,0.2,0.23,0.26,0.21,0.17,0.16,0.14,0.13,0.16,0.17,0.23,0.23,0.22,0.16,0.15,0.15,0.14
209,桃園市,觀音區,觀音,2016/10/19,臭氧 O3 (ppb),12,16,12,5.8,6.3,11,9.5,12,12,15,20,24,24,23,22,18,12,3.6,3,3.5,5.4,5.2,4.5,4.3
210,桃園市,觀音區,觀音,2016/10/19,懸浮微粒 PM 10  (μg/m 3 ),26,26,21,20,11,19,20,23,24,26,31,35,29,22,18,29,34,38,36,43,37,30,25,27
211,桃園市,觀音區,觀音,2016/10/19,氮氧化物 NOx (ppb),12,7.3,7.7,19,18,11,16,17,19,21,19,10,8.9,9.1,8,11,17,25,22,21,16,17,18,18
212,桃園市,觀音區,觀音,2016/10/19,風速 WIND_SPEED (m/sec),5.9,6.1,4.6,5,5,6,6.8,7.6,7.3,6.2,9.7,9,11,9.9,10,8.6,6.3,6.2,6.4,8.2,6.6,8.2,7,7
213,桃園市,觀音區,觀音,2016/10/19,溫度 AMB_TEMP (℃),28,27,27,27,27,27,28,29,29,30,32,32,32,32,32,32,31,29,29,29,29,28,28,28
214,桃園市,觀音區,觀音,2016/10/19,風向 WIND_DIREC (degrees),83,85,83,81,80,81,83,82,82,81,86,83,81,87,83,84,65,85,84,82,80,81,79,78
215,桃園市,觀音區,觀音,2016/10/19,小時風速值 WS_HR (m/sec),6.2,5.4,4.7,5,5.1,5.3,5.8,6.9,7.1,6.9,7.5,9.2,9.8,9.7,9.6,8.6,7.1,6.2,7,6.9,7.8,8.1,6.3,6.2
216,桃園市,觀音區,觀音,2016/10/19,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,桃園市,觀音區,觀音,2016/10/19,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,桃園市,觀音區,觀音,2016/10/19,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,桃園市,觀音區,觀音,2016/10/19,小時風向值 WD_HR (degrees),83,87,83,81,81,83,82,84,82,82,84,85,83,85,85,84,78,81,83,83,83,83,78,75
220,桃園市,觀音區,觀音,2016/10/19,一氧化氮 NO (ppb),1.1,0.7,0.6,2.8,2.8,1.4,3.1,5.4,6.4,7.4,7.7,3.5,2.8,2.8,2.5,3.3,5.3,8.1,5.7,7,3.6,5.1,4.5,4.9
221,桃園市,觀音區,觀音,2016/10/19,細懸浮微粒 PM 2.5  (μg/m 3 ),42*,42*,2,18,18,18,9,11,14,11,10,9,7,12,10,7,1,5,10,8,6,5,11,11
222,桃園市,觀音區,觀音,2016/10/18,細懸浮微粒 PM 2.5  (μg/m 3 ),9,3,6,1,1,1,3,10,9,9,5,5,9,,6,10,10,18,15,12,8,13,10,46*
223,桃園市,觀音區,觀音,2016/10/18,二氧化氮 NO2 (ppb),9.2,11,6.5,13,15,15,15,11,8.3,6.9,4.8,5,5.3,5.2,,14,16,17,19,20,18,16,15,14
224,桃園市,觀音區,觀音,2016/10/18,相對濕度 RH (percent),80,81,78,75,80,81,79,73,67,62,58,56,54,55,58,67,72,74,75,75,76,75,75,76
225,桃園市,觀音區,觀音,2016/10/18,一氧化碳 CO (ppm),0.14,0.13,0.1,0.15,0.18,0.22,0.22,0.28,0.23,0.19,0.12,0.14,0.12,0.11,,0.19,0.19,0.23,0.24,0.28,0.21,0.17,0.17,0.16
226,桃園市,觀音區,觀音,2016/10/18,臭氧 O3 (ppb),5.2,3.5,7,2.6,0.7,0.5,2.1,6.5,10,16,22,26,27,,22,12,6.3,4.7,3.6,3.2,4.3,7,7.9,8.6
227,桃園市,觀音區,觀音,2016/10/18,懸浮微粒 PM 10  (μg/m 3 ),16,12,17,30,33,31,34,32,32,19,26,28,34,,25,26,25,38,32,28,27,28,31,26
228,桃園市,觀音區,觀音,2016/10/18,氮氧化物 NOx (ppb),9.5,11,6.8,23,41,33,33,24,16,13,7.5,7,7.2,7.1,,21,23,22,23,26,24,19,17,16
229,桃園市,觀音區,觀音,2016/10/18,風速 WIND_SPEED (m/sec),1.6,1.5,1.4,1.6,1.4,1.9,2.3,3.4,3.7,5.2,4.7,4.3,4,,7.5,5.1,6.8,7.6,6.8,5.6,6.3,7,6,6.2
230,桃園市,觀音區,觀音,2016/10/18,溫度 AMB_TEMP (℃),27,27,27,28,27,27,27,28,30,31,32,33,33,33,33,31,29,29,29,28,28,28,28,28
231,桃園市,觀音區,觀音,2016/10/18,風向 WIND_DIREC (degrees),93,94,85,74,85,59,95,91,103,98,96,95,102,,85,84,82,83,82,68,84,80,81,82
232,桃園市,觀音區,觀音,2016/10/18,小時風速值 WS_HR (m/sec),1.9,1.5,1.1,1.3,1.4,1.2,1.5,2.4,3,4,4.2,4,3.5,,3.2,6,5.9,7.1,6.8,5.9,5.6,6.9,5.9,6.2
233,桃園市,觀音區,觀音,2016/10/18,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,桃園市,觀音區,觀音,2016/10/18,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,桃園市,觀音區,觀音,2016/10/18,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,桃園市,觀音區,觀音,2016/10/18,小時風向值 WD_HR (degrees),99,93,89,79,82,74,87,92,98,97,98,95,100,,102,84,81,83,81,79,82,82,83,83
237,桃園市,觀音區,觀音,2016/10/18,一氧化氮 NO (ppb),0.2,0.5,0.3,10,26,18,18,13,8.2,5.8,2.7,2,1.9,2,,6.7,7.2,5.1,4.9,6.2,6.3,3.8,2.2,1.7
238,桃園市,觀音區,觀音,2016/10/18,二氧化硫 SO2 (ppb),2.4,4.5,3.3,8.5,9.4,10,8.5,8,3.8,3.1,2.4,2.5,2.3,2.3,,4.8,5.8,5.9,6.9,6.4,5.8,5.5,6.1,6.8
239,桃園市,觀音區,觀音,2016/10/17,二氧化硫 SO2 (ppb),3.6,4.7,3.3,4.9,5.1,4.7,3.3,6,5.6,6.7,5.1,6.3,5.6,6.9,8,8.9,4.9,4.7,5.4,5.5,5.8,6,7.2,3.5
240,桃園市,觀音區,觀音,2016/10/17,細懸浮微粒 PM 2.5  (μg/m 3 ),3,5,5,11,15,12,10,9,9,6,6,8,8,11,8,8,5,5,10,7,10,3,9,6
241,桃園市,觀音區,觀音,2016/10/17,相對濕度 RH (percent),82,75,83,78,77,82,89,88,85,75,71,71,68,75,79,82,73,76,77,77,78,79,83,82
242,桃園市,觀音區,觀音,2016/10/17,一氧化碳 CO (ppm),0.64,0.37,0.07,0.09,0.07,0.07,0.08,0.13,0.14,0.14,0.1,0.11,0.11,0.1,0.09,0.1,0.14,0.18,0.21,0.18,0.19,0.17,0.2,0.13
243,桃園市,觀音區,觀音,2016/10/17,臭氧 O3 (ppb),5,5.3,7.6,3.1,4.3,6.7,8.1,9.9,13,10,13,15,17,15,13,11,7.9,4.3,3.8,4.4,2.9,3.9,3.7,4.7
244,桃園市,觀音區,觀音,2016/10/17,懸浮微粒 PM 10  (μg/m 3 ),35,34,35,24,25,20,25,31,36,38,37,44,41,44,43,44,44,35,24,18,16,25,22,24
245,桃園市,觀音區,觀音,2016/10/17,氮氧化物 NOx (ppb),14,13,8.6,22,15,9,7.6,11,9.9,15,13,12,12,13,13,16,20,19,18,16,18,17,14,12
246,桃園市,觀音區,觀音,2016/10/17,風速 WIND_SPEED (m/sec),3.7,3.8,3.5,3.8,3.2,5,5.3,5.3,5.1,4.1,6.1,5.4,5.6,6.6,6.6,3.9,3.6,3.9,5.9,4.1,3.4,4.7,3.4,2.7
247,桃園市,觀音區,觀音,2016/10/17,溫度 AMB_TEMP (℃),27,27,27,27,27,27,27,27,28,29,30,31,31,30,29,29,30,29,28,28,28,28,27,27
248,桃園市,觀音區,觀音,2016/10/17,風向 WIND_DIREC (degrees),59,93,103,92,92,79,78,82,71,81,71,81,61,56,56,84,101,94,90,92,90,90,96,101
249,桃園市,觀音區,觀音,2016/10/17,小時風速值 WS_HR (m/sec),3.4,2.8,2.9,2.6,3.3,3.9,4.4,4.5,4.4,3.8,4.1,5.1,4.7,6.1,5,5,3.5,3.6,4.6,3.7,3.2,3.8,3.2,2.8
250,桃園市,觀音區,觀音,2016/10/17,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,桃園市,觀音區,觀音,2016/10/17,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,桃園市,觀音區,觀音,2016/10/17,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,桃園市,觀音區,觀音,2016/10/17,小時風向值 WD_HR (degrees),62,86,83,93,94,75,76,71,73,76,82,67,73,55,64,60,92,93,92,97,94,92,95,98
254,桃園市,觀音區,觀音,2016/10/17,一氧化氮 NO (ppb),3.1,3.2,1.3,8.8,4.7,1.7,1.9,3.6,3.5,6.7,5.8,5,4.1,4.8,5.4,6.3,7.7,5.1,4.4,2.9,4.2,4.2,2.3,1.3
255,桃園市,觀音區,觀音,2016/10/17,二氧化氮 NO2 (ppb),11,10,7.3,13,11,7.4,5.7,7,6.4,8.5,7.7,7.1,7.6,8,7.8,9.8,13,14,14,13,14,13,12,10
256,桃園市,觀音區,觀音,2016/10/16,二氧化硫 SO2 (ppb),5.8,3.5,3.1,3.1,3.9,4.7,4.8,2.3,1.7,1.8,1.2,1.2,1.5,1.3,1.4,1.2,1.6,1.9,3,3.1,2.4,3.5,3.5,5.3
257,桃園市,觀音區,觀音,2016/10/16,二氧化氮 NO2 (ppb),16,11,12,9.6,12,15,11,7.6,6.2,5.8,5,4.7,5,4.6,4.4,4.1,5.8,8.2,12,12,12,11,8.7,11
258,桃園市,觀音區,觀音,2016/10/16,相對濕度 RH (percent),87,92,92,92,91,87,82,78,70,65,58,56,55,55,55,57,58,63,69,72,73,75,76,74
259,桃園市,觀音區,觀音,2016/10/16,一氧化碳 CO (ppm),0.19,0.14,0.14,0.15,0.14,0.2,0.15,0.16,0.16,0.16,0.13,0.12,0.13,0.12,0.11,0.11,0.19,0.2,0.2,0.19,0.16,0.14,0.11,0.13
260,桃園市,觀音區,觀音,2016/10/16,臭氧 O3 (ppb),12,19,17,16,11,4.9,7.4,11,14,18,22,23,22,21,19,17,13,8.5,5.2,5.3,6.3,6.7,8,6
261,桃園市,觀音區,觀音,2016/10/16,懸浮微粒 PM 10  (μg/m 3 ),37,37,36,37,35,44,38,35,18,18,15,20,18,21,22,32,33,32,24,22,21,22,19,23
262,桃園市,觀音區,觀音,2016/10/16,氮氧化物 NOx (ppb),18,12,12,11,13,17,14,12,10,8.6,6.8,6.1,6.9,6.3,5.8,5.3,7.6,9.5,14,14,13,12,9.6,13
