日期,測站,SO2測站值,NO2測站值,NO+NO2測站值,NOX測站值,O3測站值,PM10測站值,PM2.5測站值,SO2模擬值,NO2模擬值,NO+NO2模擬值,NOX模擬值,O3模擬值,PM10模擬值,PM2.5模擬值
2016/7/3,觀音,3.0,16.0,16.6,17.0,9.0,40.0,11.0,2.7865236,8.216258,13.345144,13.345143,19.366894,16.695826,10.208319
2016/7/3,觀音,2.4,10.0,10.3,11.0,12.0,40.0,10.0,2.327763,7.686948,12.542881,12.542881,25.700798,17.541754,11.286246
2016/7/3,觀音,2.4,10.0,10.2,11.0,10.0,27.0,6.0,2.2745953,7.027432,11.095005,11.095006,32.760056,14.407219,9.576669
2016/7/3,觀音,2.1,7.9,8.4,8.5,11.0,26.0,10.0,2.6291013,6.4647727,9.563278,9.563278,42.352,14.831998,10.185804
2016/7/3,觀音,2.3,9.7,10.2,10.0,7.4,23.0,8.0,2.3030655,5.500199,7.968528,7.9685283,47.72245,16.229412,10.588903
2016/7/3,觀音,3.1,11.0,11.8,12.0,7.6,28.0,9.0,1.3785081,4.6544366,7.142621,7.142621,42.089684,14.028379,8.5198
2016/7/3,觀音,4.9,12.0,17.5,17.0,8.2,26.0,5.0,1.0005846,4.2326393,6.678042,6.678042,38.29659,13.061941,7.5504665
2016/7/3,觀音,2.4,6.1,9.2,9.2,15.0,40.0,7.0,0.95167756,4.510721,7.00556,7.0055604,37.257675,12.395404,6.7422905
2016/7/3,觀音,2.0,4.2,5.6,5.5,21.0,37.0,8.0,0.7464213,4.5199275,6.9660006,6.9660006,31.926893,10.10747,5.089783
2016/7/3,觀音,2.2,4.7,6.1,6.1,24.0,41.0,10.0,0.765288,4.661696,6.6306734,6.630673,29.424164,7.889345,3.7925918
2016/7/3,觀音,3.0,6.8,9.0,9.0,33.0,33.0,6.0,0.8581701,5.263538,6.483978,6.4839783,28.39442,8.291025,3.8693907
2016/7/3,觀音,4.8,6.3,8.5,8.5,27.0,36.0,9.0,1.1461238,7.2197876,7.81796,7.8179603,27.772556,10.503096,5.013015
2016/7/3,觀音,2.6,2.9,3.4,3.4,45.0,35.0,12.0,1.1397505,8.302298,8.681458,8.681458,29.657616,12.77042,6.83154
2016/7/3,觀音,2.0,10.0,13.4,13.0,28.0,27.0,11.0,1.3110812,7.9529176,8.382443,8.382443,23.822374,10.140506,5.021227
2016/7/3,觀音,1.4,5.2,7.9,7.9,23.0,31.0,,2.3097594,12.086018,12.5508795,12.55088,19.561224,11.467882,5.9898825
2016/7/3,觀音,1.3,4.7,6.7,6.7,21.0,29.0,,2.9030232,15.208832,15.7095995,15.7095995,16.972452,15.275357,9.00572
2016/7/3,觀音,1.4,3.4,4.4,4.5,23.0,29.0,37.0,2.7024705,15.288832,15.613077,15.613076,17.914738,13.926657,8.714321
2016/7/3,觀音,1.3,2.0,2.4,2.4,23.0,24.0,7.0,2.5544465,13.02082,13.211315,13.211315,20.505772,12.454626,7.786346
2016/7/3,觀音,1.5,4.7,5.1000000000000005,5.0,31.0,22.0,8.0,2.2269764,11.759265,11.903101,11.903102,23.742607,10.293715,6.3739266
2016/7/3,觀音,1.4,5.0,5.2,5.2,26.0,22.0,3.0,2.195636,14.295861,14.531229,14.531229,21.150229,10.059149,5.9920506
2016/7/3,觀音,1.5,5.8,6.2,6.2,22.0,22.0,9.0,2.1284134,14.761935,15.139853,15.139853,17.815992,12.315629,7.4707465
2016/7/3,觀音,1.7,7.5,7.8,7.8,22.0,24.0,6.0,1.9828414,14.229819,14.806962,14.806962,14.565407,14.480513,9.128571
2016/7/3,觀音,3.7,12.0,12.2,12.0,17.0,30.0,10.0,1.9652694,13.226079,14.540182,14.540181,13.452843,15.985861,10.035553
2016/7/3,觀音,9.9,16.0,16.9,17.0,16.0,44.0,11.0,2.6436224,11.260703,16.403948,16.403948,14.93955,16.03967,9.800593
2016/7/4,觀音,16.0,19.0,20.7,21.0,12.0,65.0,20.0,3.35191,10.250945,17.21061,17.21061,18.253237,16.543201,10.318438
2016/7/4,觀音,8.1,10.0,10.8,11.0,16.0,68.0,20.0,2.957276,10.360402,16.63933,16.63933,26.457903,18.538195,12.398171
2016/7/4,觀音,16.0,16.0,17.1,17.0,10.0,76.0,19.0,2.6042933,10.933454,16.245602,16.2456,37.69389,19.578333,13.653307
2016/7/4,觀音,15.0,15.0,16.6,16.0,9.3,83.0,17.0,2.2404547,9.361634,13.152499,13.152499,48.64978,18.91415,13.600166
2016/7/4,觀音,6.5,14.0,14.9,14.0,8.6,90.0,14.0,3.0369701,8.040887,11.514093,11.514093,48.38627,18.392109,13.415406
2016/7/4,觀音,7.1,16.0,19.3,19.0,8.3,80.0,19.0,3.1311355,7.1003733,10.303339,10.303339,47.164665,16.848076,12.131623
2016/7/4,觀音,4.0,14.0,19.4,19.0,8.2,55.0,17.0,1.909612,6.5250845,9.489788,9.489788,45.58663,14.676646,10.237749
2016/7/4,觀音,4.6,10.0,18.1,18.0,9.8,47.0,17.0,1.7700018,5.3683643,7.6141357,7.614136,45.24274,14.146946,9.817315
2016/7/4,觀音,3.9,7.4,12.600000000000001,13.0,14.0,34.0,12.0,2.2640867,4.1173444,5.462529,5.462529,49.45303,15.022335,10.416193
2016/7/4,觀音,5.3,7.8,13.2,13.0,14.0,34.0,13.0,2.4995604,4.010468,4.8233995,4.8233995,52.16056,15.143143,10.560654
2016/7/4,觀音,5.7,7.7,13.100000000000001,13.0,17.0,24.0,11.0,1.9419711,9.088362,10.03436,10.03436,50.60988,17.516718,12.528321
2016/7/4,觀音,3.5,4.8,7.4,7.4,23.0,30.0,10.0,1.5768263,13.003977,13.431615,13.431615,34.371758,13.897546,10.090045
2016/7/4,觀音,2.8,3.6,4.7,4.7,31.0,33.0,5.0,1.7528062,9.169778,9.376248,9.376248,32.630203,10.713907,7.4126844
2016/7/4,觀音,2.5,3.0,3.8,3.8,34.0,38.0,7.0,1.8214732,6.9420576,7.081207,7.081207,33.806137,8.983719,5.9902854
2016/7/4,觀音,3.3,4.0,5.0,4.9,34.0,27.0,8.0,2.110595,9.7527485,9.853545,9.853544,29.847464,11.522013,7.868311
2016/7/4,觀音,2.8,3.3,4.3,4.3,36.0,16.0,11.0,2.071481,9.580714,9.648684,9.648684,32.009865,12.278155,8.399085
2016/7/4,觀音,2.6,3.9,4.5,4.5,35.0,17.0,11.0,2.2341576,9.201281,9.257374,9.257375,34.672077,12.96694,8.792407
2016/7/4,觀音,3.8,4.9,5.4,5.4,41.0,22.0,9.0,2.5894306,10.122796,10.170449,10.170449,34.34669,14.588102,9.831708
2016/7/4,觀音,3.0,6.1,6.3999999999999995,6.4,36.0,30.0,14.0,2.9529974,11.56839,11.607401,11.6074,34.74498,20.682617,13.828729
2016/7/4,觀音,3.7,11.0,11.3,11.0,29.0,45.0,24.0,3.2540588,11.490445,11.531473,11.531474,34.509693,25.150278,16.868345
2016/7/4,觀音,3.2,12.0,12.4,12.0,27.0,61.0,31.0,3.7837434,11.873225,11.924813,11.924813,31.989325,26.871931,18.085249
2016/7/4,觀音,4.4,17.0,17.3,18.0,24.0,70.0,31.0,4.1215158,12.487492,12.55744,12.55744,28.334513,26.859621,17.824303
2016/7/4,觀音,4.8,15.0,15.5,15.0,26.0,61.0,24.0,5.0676284,15.4476385,15.998607,15.998608,22.767227,22.7367,14.682154
2016/7/4,觀音,5.6,18.0,18.3,18.0,17.0,52.0,21.0,5.1545367,14.482947,18.364086,18.364084,23.046236,18.06601,11.205207
2016/7/5,觀音,9.9,26.0,26.9,27.0,10.0,57.0,25.0,4.4330454,9.902569,14.026934,14.026935,28.937016,14.699802,8.715736
2016/7/5,觀音,8.0,19.0,19.6,20.0,14.0,63.0,34.0,3.1627998,6.9055696,9.879247,9.879247,36.335827,14.3626,8.593155
2016/7/5,觀音,8.4,19.0,19.7,20.0,11.0,69.0,32.0,2.7576635,4.789261,6.548943,6.548943,48.256344,16.919306,10.291289
2016/7/5,觀音,9.9,21.0,22.6,23.0,4.7,66.0,23.0,3.1806042,2.739175,3.4312465,3.4312465,65.327934,21.507462,13.742001
2016/7/5,觀音,6.2,35.0,40.0,40.0,2.4,60.0,16.0,3.3417394,2.2911682,2.7984476,2.7984476,75.00114,22.435783,14.9697695
2016/7/5,觀音,4.7,29.0,36.2,36.0,3.2,58.0,20.0,3.1252565,1.7528881,2.1212404,2.1212404,76.49879,21.336721,14.48113
2016/7/5,觀音,4.0,24.0,35.0,36.0,5.9,54.0,19.0,2.6113615,1.8862923,2.322298,2.322298,69.863365,19.528034,13.689277
2016/7/5,觀音,3.6,17.0,26.2,26.0,15.0,57.0,17.0,2.2677813,2.1133637,2.6459389,2.6459389,62.798077,17.816622,12.257224
2016/7/5,觀音,6.3,17.0,22.7,23.0,27.0,54.0,17.0,1.9666826,2.3683572,3.053308,3.0533082,49.367546,11.341748,7.4318905
2016/7/5,觀音,3.7,5.5,6.8,6.8,43.0,44.0,18.0,2.0187006,3.0861237,3.8225834,3.8225832,42.28992,10.5913105,7.0201
2016/7/5,觀音,3.8,5.3,6.1,6.1,,36.0,22.0,2.4653087,4.1137333,4.7135973,4.713598,41.97287,12.975302,8.64656
2016/7/5,觀音,,,,,36.0,,,2.315243,7.3876934,7.707646,7.707646,30.923433,11.281246,6.554083
2016/7/5,觀音,4.6,4.8,5.9,5.9,40.0,30.0,26.0,2.793016,11.909987,12.174746,12.174746,23.263712,9.588798,5.656483
2016/7/5,觀音,3.1,5.1,6.5,6.5,29.0,27.0,,1.8244976,9.298349,9.615015,9.615015,18.500835,8.541471,4.2174582
2016/7/5,觀音,2.5,4.6,6.1,6.1,24.0,28.0,12.0,2.1313345,9.759969,10.072453,10.072453,17.1387,9.276554,4.4655643
2016/7/5,觀音,3.0,5.7,7.6,7.6,26.0,34.0,8.0,2.3028884,10.226858,10.539187,10.539187,15.38559,9.502684,4.6220098
2016/7/5,觀音,2.1,4.9,6.0,5.9,31.0,40.0,9.0,2.3244603,10.372964,10.6189785,10.618979,14.77309,11.411152,5.4982047
2016/7/5,觀音,1.8,5.7,6.9,6.8,27.0,52.0,12.0,3.586893,14.668185,14.847911,14.847911,12.426169,18.921808,10.10619
2016/7/5,觀音,3.3,8.8,9.8,9.8,18.0,48.0,13.0,6.559515,26.705704,27.550306,27.550306,6.8159513,27.441736,16.81808
2016/7/5,觀音,2.6,15.0,17.3,17.0,5.1,48.0,13.0,7.9323173,40.43131,46.25239,46.25239,0.7774943,36.051743,24.436787
2016/7/5,觀音,2.5,12.0,14.2,15.0,4.3,31.0,8.0,8.793216,44.76195,60.097164,60.097164,0.125388,40.27498,28.413847
2016/7/5,觀音,2.8,18.0,19.7,19.0,2.9,29.0,7.0,5.241524,47.78599,81.73465,81.73464,0.055088192,42.868855,31.389994
2016/7/5,觀音,3.8,14.0,15.6,16.0,2.8,33.0,8.0,3.395018,29.136084,33.84514,33.845142,5.029372,24.548267,14.645843
2016/7/5,觀音,3.3,17.0,19.4,20.0,2.3,31.0,12.0,2.7962363,18.857567,27.519844,27.519844,13.415142,18.104622,10.233455
2016/7/6,觀音,3.5,14.0,18.0,18.0,0.8,33.0,11.0,2.9733489,15.909717,25.869019,25.869017,18.949581,19.451286,11.294115
2016/7/6,觀音,7.3,15.0,20.5,20.0,0.7,27.0,12.0,4.350379,9.645927,15.122338,15.122339,28.364174,19.880314,11.11477
2016/7/6,觀音,8.7,15.0,17.5,17.0,1.4,33.0,8.0,4.254951,6.4661684,9.344074,9.344075,40.609093,21.199944,12.204532
2016/7/6,觀音,8.2,15.0,21.9,22.0,0.9,28.0,14.0,3.804824,5.1608367,6.859777,6.8597765,57.53017,24.556751,15.303879
2016/7/6,觀音,9.3,15.0,21.3,21.0,0.8,28.0,10.0,3.626676,4.3453455,5.481693,5.4816923,71.16135,26.876858,17.23742
2016/7/6,觀音,8.6,14.0,19.0,19.0,2.1,26.0,13.0,3.251614,3.154141,3.8851876,3.8851874,74.412025,21.439827,13.183098
2016/7/6,觀音,6.1,12.0,20.1,20.0,4.8,35.0,7.0,2.979363,2.156369,2.6509285,2.6509285,67.31408,16.235474,9.326102
2016/7/6,觀音,4.5,12.0,21.8,22.0,9.1,45.0,9.0,2.6738741,2.4915328,3.1487768,3.148777,56.23687,14.639954,7.4316425
2016/7/6,觀音,3.4,10.0,15.9,16.0,20.0,46.0,8.0,2.3425174,4.0062857,4.9924035,4.9924035,53.977825,13.187953,6.8015723
2016/7/6,觀音,3.3,9.9,13.2,13.0,32.0,45.0,8.0,1.8678421,6.5650473,8.024498,8.024498,49.95997,10.178604,6.389449
2016/7/6,觀音,3.1,10.0,12.3,13.0,55.0,39.0,12.0,1.7351829,7.7750134,9.118376,9.118376,31.609718,8.201036,4.678208
2016/7/6,觀音,3.1,8.2,9.399999999999999,9.4,76.0,52.0,23.0,2.542166,12.2721815,12.832427,12.832427,20.086811,8.877699,4.84804
2016/7/6,觀音,3.0,7.3,8.4,8.4,75.0,55.0,27.0,2.1857092,11.369451,11.826481,11.826481,15.0440645,6.1189117,3.4279997
2016/7/6,觀音,2.9,5.7,6.7,6.7,76.0,50.0,27.0,2.0600615,10.387137,10.8299055,10.8299055,14.850961,5.7846107,3.1847134
2016/7/6,觀音,2.8,5.0,5.9,5.9,80.0,40.0,20.0,1.9744064,8.921675,9.329253,9.329253,15.206841,5.7265644,2.9939387
2016/7/6,觀音,2.4,4.6,5.3999999999999995,5.4,80.0,39.0,16.0,2.0568316,8.492054,8.910861,8.910861,14.209738,6.7032223,3.2052147
2016/7/6,觀音,2.2,6.1,8.0,8.0,41.0,42.0,13.0,2.0250413,7.705465,8.08982,8.08982,14.396462,7.7285824,3.4766207
2016/7/6,觀音,1.8,6.0,8.3,8.3,16.0,44.0,8.0,2.283399,7.4509077,7.816112,7.8161116,14.068312,9.454593,3.97097
2016/7/6,觀音,1.8,6.5,8.5,8.5,11.0,47.0,6.0,2.4390907,6.2413306,6.5925775,6.5925775,14.502689,10.61081,3.9773424
2016/7/6,觀音,2.0,7.5,9.1,9.0,8.2,47.0,6.0,1.9831103,5.1036963,5.4061804,5.4061804,16.426846,8.928146,3.4101942
2016/7/6,觀音,3.3,11.0,12.8,13.0,4.8,40.0,1.0,2.5044982,6.016409,6.2947083,6.2947083,16.600664,8.235533,3.5639572
2016/7/6,觀音,3.6,13.0,15.2,15.0,4.1,26.0,3.0,3.1368647,7.4041467,7.70596,7.7059593,15.778149,8.23402,3.782957
2016/7/6,觀音,5.6,18.0,29.0,29.0,1.5,27.0,8.0,3.4898694,9.516143,10.324296,10.324297,14.523806,8.091772,4.0351706
2016/7/6,觀音,4.7,14.0,20.9,21.0,3.1,27.0,7.0,4.3460517,11.213373,15.103568,15.103568,13.606038,9.405212,4.6694446
2016/7/7,觀音,4.7,13.0,15.3,15.0,3.9,32.0,9.0,3.0614257,11.784503,14.416892,14.416892,14.263699,8.898916,4.8567367
2016/7/7,觀音,3.3,9.2,11.2,11.0,6.2,31.0,2.0,1.7703247,7.196563,8.468049,8.46805,19.853264,8.028556,4.046724
2016/7/7,觀音,2.3,6.7,7.800000000000001,7.8,8.2,31.0,6.0,1.4445443,3.1274796,4.4406204,4.4406204,24.31844,9.45211,2.8338377
2016/7/7,觀音,1.8,4.5,4.8,4.8,10.0,24.0,6.0,1.3652536,2.8628476,4.219522,4.219522,25.312822,9.445496,2.8583777
2016/7/7,觀音,2.9,5.9,6.300000000000001,6.2,8.5,25.0,7.0,1.3623052,2.5801675,3.9084816,3.9084814,26.931084,8.3585415,2.2962816
2016/7/7,觀音,5.9,8.0,8.9,8.9,7.6,25.0,6.0,1.33782,2.408706,3.635601,3.6356008,28.728401,7.3285475,2.0810404
2016/7/7,觀音,5.1,6.8,9.7,9.7,11.0,36.0,3.0,1.1646876,1.8849139,2.8475041,2.8475044,29.243433,6.2781644,1.8761374
2016/7/7,觀音,4.8,9.1,16.6,17.0,9.6,43.0,5.0,1.3916767,2.5111914,3.6659112,3.665911,30.51329,6.506152,2.187782
2016/7/7,觀音,4.3,6.5,11.2,11.0,13.0,51.0,6.0,1.5930309,3.5788765,4.976291,4.976291,30.462065,7.4473877,2.683131
2016/7/7,觀音,4.5,5.6,9.8,9.8,14.0,50.0,7.0,1.6326742,3.3911257,4.751799,4.751799,27.539341,9.18538,2.9561658
2016/7/7,觀音,5.3,7.1,13.899999999999999,14.0,13.0,54.0,9.0,1.7220676,3.9195964,5.1746492,5.1746492,25.475029,8.966297,3.2297692
2016/7/7,觀音,5.2,6.9,12.600000000000001,13.0,14.0,52.0,10.0,1.7996601,4.875598,5.458439,5.4584394,21.95644,7.706315,2.7005043
2016/7/7,觀音,3.1,3.7,6.9,6.9,14.0,61.0,11.0,2.2286074,9.680627,10.2688465,10.2688465,15.330655,6.723475,3.573523
2016/7/7,觀音,2.8,4.5,8.0,8.0,12.0,56.0,9.0,2.799681,10.95601,11.581658,11.581658,12.280948,7.1855183,3.3800974
2016/7/7,觀音,6.8,7.7,17.7,18.0,7.6,56.0,10.0,2.5212023,7.922494,8.445876,8.445876,13.735524,11.438006,3.4044507
2016/7/7,觀音,4.3,6.5,13.6,14.0,7.9,54.0,7.0,2.3741963,7.561431,8.044901,8.0449,13.390864,13.219033,3.6900132
2016/7/7,觀音,6.4,7.9,16.8,17.0,7.6,54.0,10.0,2.4882638,7.070669,7.4954624,7.4954624,13.382666,14.654396,4.243739
2016/7/7,觀音,5.6,7.4,13.3,13.0,8.7,55.0,9.0,2.073263,5.530794,5.9110494,5.9110494,14.293542,11.170832,3.1657329
2016/7/7,觀音,3.2,4.9,6.800000000000001,6.8,9.7,50.0,12.0,1.4577675,4.47884,4.8115625,4.8115625,15.834846,8.452588,3.4913802
2016/7/7,觀音,2.7,6.7,9.4,9.4,7.8,44.0,8.0,1.0901493,3.9756498,4.259837,4.2598367,17.828773,5.8031874,3.25734
2016/7/7,觀音,2.4,6.9,9.600000000000001,9.5,7.6,43.0,10.0,1.3183045,3.9440594,4.1805882,4.1805882,20.027294,7.5104837,3.0220897
2016/7/7,觀音,3.0,9.3,13.700000000000001,14.0,4.7,38.0,8.0,1.7242345,5.200914,5.4663258,5.4663258,19.844286,10.755735,2.8708043
2016/7/7,觀音,2.7,10.0,15.8,16.0,3.1,39.0,8.0,1.7185178,7.3381586,7.8782005,7.878201,17.309196,11.270889,3.0143714
2016/7/7,觀音,4.6,6.2,7.6,7.6,6.4,35.0,1.0,1.4404424,7.7029505,9.394839,9.394839,19.89014,3.7689886,2.058625
2016/7/8,觀音,4.9,4.1,5.199999999999999,5.2,7.8,34.0,1.0,1.5823915,8.407646,11.423992,11.423992,22.924768,7.3363857,3.0944445
2016/7/8,觀音,5.1,8.1,14.2,14.0,3.7,39.0,2.0,0.989517,6.3896523,8.687213,8.687213,26.160585,5.560264,3.6432533
2016/7/8,觀音,5.4,8.9,16.9,17.0,3.0,38.0,2.0,0.7539529,4.2355795,5.8845596,5.8845596,28.377895,4.8773727,3.6915686
2016/7/8,觀音,6.0,9.0,16.7,17.0,3.3,43.0,8.0,1.1727448,4.1568046,6.2290125,6.229013,33.010777,6.0646763,3.1442366
2016/7/8,觀音,5.6,8.4,14.600000000000001,15.0,5.4,41.0,8.0,0.9655356,3.060478,4.4686103,4.4686103,35.26676,4.465448,2.8205538
2016/7/8,觀音,4.1,8.4,13.7,14.0,6.8,46.0,15.0,1.1464431,3.5462701,5.1620245,5.1620245,36.273315,9.237811,3.9468188
2016/7/8,觀音,3.8,8.5,12.8,13.0,9.4,39.0,11.0,1.4550006,3.7243786,5.2338357,5.2338357,41.306347,17.03434,5.4084897
2016/7/8,觀音,5.9,7.6,10.899999999999999,11.0,13.0,34.0,9.0,1.2623541,4.3537064,6.0805,6.0805,33.563602,14.37578,5.4016643
2016/7/8,觀音,6.1,7.8,11.1,11.0,12.0,36.0,3.0,0.6413701,6.2324686,7.5402884,7.5402884,23.261284,4.4249334,3.0093381
2016/7/8,觀音,4.3,6.1,9.1,9.1,16.0,37.0,2.0,0.54856104,9.257431,11.392809,11.39281,18.533203,6.935629,3.9972382
2016/7/8,觀音,3.2,5.7,8.3,8.3,17.0,42.0,3.0,1.2275224,8.924881,11.974356,11.974355,18.25453,9.336451,3.6628473
