序號,縣市,鄉鎮市區,測站,監測日期,測項(單位),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
266,桃園市,觀音區,觀音,2016/1/15,風向 WIND_DIREC (degrees),51,56,54,59,46,50,60,55,80,53,48,46,51,60,46,48,55,68,46,47,86,82,87,86
267,桃園市,觀音區,觀音,2016/1/15,小時風速值 WS_HR (m/sec),5,4.9,4.3,4.5,4.2,3.9,3.9,3.3,3,3.3,3.8,3.7,3.6,3.5,3.9,4,3.6,2.9,3,3.6,3.2,3.1,2.9,2.6
268,桃園市,觀音區,觀音,2016/1/15,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,4.3,0,4,0
269,桃園市,觀音區,觀音,2016/1/15,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,37,0,42,0
270,桃園市,觀音區,觀音,2016/1/15,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0
271,桃園市,觀音區,觀音,2016/1/15,小時風向值 WD_HR (degrees),52,50,56,52,53,50,49,52,64,68,47,49,49,51,51,48,51,56,56,54,69,84,87,64
272,桃園市,觀音區,觀音,2016/1/15,一氧化氮 NO (ppb),0.3,0.1,0.2,0.6,0.6,0.6,0.7,1.2,2.4,2.5,1.4,,,2,1.8,1.8,1.9,2.2,1.9,1.4,1.4,1.8,1.6,1.5
273,桃園市,觀音區,觀音,2016/1/15,細懸浮微粒 PM 2.5  (μg/m 3 ),48,47,48,51,55,55,58,55,52,51,52,,51,46,45,38,43,41,41,39,38,40,38,41
274,桃園市,觀音區,觀音,2016/1/14,二氧化硫 SO2 (ppb),4.7,7.2,8.7,12,12,7.7,10,7.8,8,3.9,5.2,8.7,5.2,4.7,5.1,5.9,8.3,3.6,5.1,6.3,6,5.6,6.4,8.9
275,桃園市,觀音區,觀音,2016/1/14,二氧化氮 NO2 (ppb),7.8,18,17,25,26,18,15,15,14,9.7,11,14,13,12,12,13,16,10,12,14,24,13,17,24
276,桃園市,觀音區,觀音,2016/1/14,相對濕度 RH (percent),83,78,79,79,77,74,72,72,72,75,76,76,74,73,73,73,74,74,72,72,75,76,77,79
277,桃園市,觀音區,觀音,2016/1/14,一氧化碳 CO (ppm),0.49,0.51,0.54,0.57,0.6,0.55,0.55,0.56,0.55,0.53,0.54,0.58,0.56,0.54,0.53,0.52,0.53,0.5,0.49,0.48,0.49,0.48,0.49,0.51
278,桃園市,觀音區,觀音,2016/1/14,臭氧 O3 (ppb),39,31,32,28,27,33,36,35,35,37,34,31,33,34,35,34,33,41,40,39,29,39,35,28
279,桃園市,觀音區,觀音,2016/1/14,懸浮微粒 PM 10  (μg/m 3 ),67,63,61,69,80,75,81,83,90,93,97,100,103,92,84,78,90,92,83,74,73,78,84,89
280,桃園市,觀音區,觀音,2016/1/14,氮氧化物 NOx (ppb),8.4,19,18,26,26,19,16,16,15,11,12,16,15,14,13,15,17,11,13,15,25,13,18,25
281,桃園市,觀音區,觀音,2016/1/14,風速 WIND_SPEED (m/sec),4.9,5.8,4.6,4.3,4.3,4.1,4.6,5,5.1,5.3,4.3,5,5.5,6.2,7.1,5.7,5.5,6.3,4.5,5,4.2,3.1,3.9,4.3
282,桃園市,觀音區,觀音,2016/1/14,溫度 AMB_TEMP (℃),13,14,14,14,14,15,15,15,15,15,15,15,15,16,16,15,15,15,15,15,15,16,16,16
283,桃園市,觀音區,觀音,2016/1/14,風向 WIND_DIREC (degrees),71,83,84,85,84,71,64,60,53,50,70,85,86,78,53,69,66,49,67,86,55,83,83,54
284,桃園市,觀音區,觀音,2016/1/14,小時風速值 WS_HR (m/sec),5.7,4.8,4.7,4.4,4.4,4.4,4.4,5.3,4.5,5.1,5.4,4.6,5.8,5.4,5.5,5.4,5.3,5.7,4.7,4.8,3.9,3.7,3.9,3.4
285,桃園市,觀音區,觀音,2016/1/14,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,桃園市,觀音區,觀音,2016/1/14,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,桃園市,觀音區,觀音,2016/1/14,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,桃園市,觀音區,觀音,2016/1/14,小時風向值 WD_HR (degrees),59,77,86,85,84,76,67,56,58,49,53,72,80,78,67,61,61,51,56,75,77,75,72,70
289,桃園市,觀音區,觀音,2016/1/14,一氧化氮 NO (ppb),0.6,0.9,0.8,0.6,0.4,0.9,0.9,1,1.1,0.9,1.1,1.7,2.7,2.6,1.5,1.8,1.7,1,0.9,0.8,1.1,0.7,0.7,1.3
290,桃園市,觀音區,觀音,2016/1/14,細懸浮微粒 PM 2.5  (μg/m 3 ),26,24,28,32,33,37,39,41,43,47,48,49,50,51,48,50,51,50,51,47,47,45,48,46
291,桃園市,觀音區,觀音,2016/1/13,二氧化硫 SO2 (ppb),4.4,5.4,1.8,1.4,1.6,4.3,5.3,4.7,5.7,5.1,3.1,1.5,1.2,2.1,3.4,4.9,5.1,6.2,5.7,4.9,6.6,4.3,5.5,2.2
292,桃園市,觀音區,觀音,2016/1/13,二氧化氮 NO2 (ppb),8,8.8,3.7,2,3,7.6,9.2,10,11,10,8.5,5.4,4.2,6,8.8,11,12,13,20,21,14,14,11,6.2
293,桃園市,觀音區,觀音,2016/1/13,相對濕度 RH (percent),83,79,83,86,87,87,82,78,78,80,85,87,87,86,82,79,81,85,82,83,87,87,87,88
294,桃園市,觀音區,觀音,2016/1/13,一氧化碳 CO (ppm),0.32,0.33,0.33,0.33,0.32,0.32,0.34,0.37,0.36,0.34,0.33,0.33,0.34,0.37,0.39,0.4,0.42,0.44,0.46,0.47,0.48,0.49,0.48,0.48
295,桃園市,觀音區,觀音,2016/1/13,臭氧 O3 (ppb),36,35,40,42,41,36,35,34,33,34,37,40,41,37,34,31,30,27,19,18,25,27,32,40
296,桃園市,觀音區,觀音,2016/1/13,懸浮微粒 PM 10  (μg/m 3 ),37,32,28,29,28,35,38,44,43,39,37,35,35,30,25,30,38,40,40,40,47,56,61,75
297,桃園市,觀音區,觀音,2016/1/13,氮氧化物 NOx (ppb),8.6,9.4,4.2,2.6,3.4,8.3,10,12,13,12,9.8,6.4,5.3,7,10,13,13,14,22,23,16,15,12,6.9
298,桃園市,觀音區,觀音,2016/1/13,風速 WIND_SPEED (m/sec),5.8,5.5,6.9,7.9,6.3,7.2,5.5,5.9,5.6,7.4,7.7,8.2,8.4,7,6.9,6,6.1,6.7,5,4.7,4.5,4.4,5.9,6.7
299,桃園市,觀音區,觀音,2016/1/13,溫度 AMB_TEMP (℃),15,15,15,15,14,14,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,13,13,13
300,桃園市,觀音區,觀音,2016/1/13,風向 WIND_DIREC (degrees),65,55,50,46,61,56,84,77,78,52,49,50,45,60,56,72,51,50,83,83,88,74,62,50
301,桃園市,觀音區,觀音,2016/1/13,小時風速值 WS_HR (m/sec),5.6,5.2,6,6.8,7.1,6.3,5.6,5.3,5.4,6.3,7.5,7.4,7.8,7,6.9,5.7,5.5,5.6,4.6,4.6,4.7,4.5,5.4,6.7
302,桃園市,觀音區,觀音,2016/1/13,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4.2,0,0,0,0,0,3.5,0
303,桃園市,觀音區,觀音,2016/1/13,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,90,0,0,0,0,0,353,0
304,桃園市,觀音區,觀音,2016/1/13,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0
305,桃園市,觀音區,觀音,2016/1/13,小時風向值 WD_HR (degrees),62,56,52,49,55,59,75,81,70,61,53,50,50,53,54,63,58,59,81,83,71,80,57,53
306,桃園市,觀音區,觀音,2016/1/13,一氧化氮 NO (ppb),0.6,0.6,0.5,0.6,0.4,0.7,1.2,1.7,1.8,1.5,1.3,1,1.1,1,1.4,1.4,1.5,1.5,2.4,2.8,1.6,1.2,0.8,0.7
307,桃園市,觀音區,觀音,2016/1/13,細懸浮微粒 PM 2.5  (μg/m 3 ),20,20,17,15,16,13,12,12,12,11,14,14,15,17,17,16,19,23,19,20,21,22,25,26
308,桃園市,觀音區,觀音,2016/1/12,二氧化硫 SO2 (ppb),1.4,1.3,1.2,1.2,1.3,1,1,3.6,7.4,5.6,2.6,4.6,4.7,2.6,1,1.7,4.9,3.4,3.4,3,3,4.5,5.8,5.6
309,桃園市,觀音區,觀音,2016/1/12,細懸浮微粒 PM 2.5  (μg/m 3 ),19,19,16,15,15,17,16,14,13,13,12,12,10,8,7,10,10,11,14,15,16,19,21,20
310,桃園市,觀音區,觀音,2016/1/12,相對濕度 RH (percent),88,85,85,86,83,82,80,80,79,77,74,74,75,73,77,78,77,77,77,83,85,84,82,82
311,桃園市,觀音區,觀音,2016/1/12,一氧化碳 CO (ppm),0.26,0.29,0.29,0.26,0.27,0.26,0.27,0.32,0.32,0.32,0.3,0.3,0.29,0.28,0.27,0.3,0.32,0.32,0.32,0.33,0.37,0.37,0.35,0.34
312,桃園市,觀音區,觀音,2016/1/12,臭氧 O3 (ppb),41,41,40,40,40,41,41,34,32,33,35,35,35,37,42,39,33,29,36,34,35,37,37,34
313,桃園市,觀音區,觀音,2016/1/12,懸浮微粒 PM 10  (μg/m 3 ),42,44,49,53,52,51,42,34,33,34,38,38,39,39,34,38,37,39,42,46,56,53,53,44
314,桃園市,觀音區,觀音,2016/1/12,氮氧化物 NOx (ppb),3.5,3.3,3.2,1.9,2.2,1.8,2.1,7.9,11,10,9.2,9.7,9.3,7.2,3.1,5.8,13,17,11,13,11,8.8,8.3,9.7
315,桃園市,觀音區,觀音,2016/1/12,風速 WIND_SPEED (m/sec),5.2,5.1,5.7,6,5.5,6.6,6.8,4.6,5.8,6.1,7.7,6.3,7.5,7.6,8.5,7.5,6.3,6.2,6.2,5.6,6.2,6.2,7.7,6.2
316,桃園市,觀音區,觀音,2016/1/12,溫度 AMB_TEMP (℃),17,17,17,16,16,16,16,16,17,17,17,17,17,17,17,16,16,16,16,15,15,15,15,15
317,桃園市,觀音區,觀音,2016/1/12,風向 WIND_DIREC (degrees),50,51,54,55,50,49,49,64,85,62,52,58,54,55,49,54,87,79,82,78,77,74,51,62
318,桃園市,觀音區,觀音,2016/1/12,小時風速值 WS_HR (m/sec),4.2,4.7,4.9,5.6,5.8,6.7,6.8,5.8,5.5,5.9,7.1,6.5,6.6,7.1,8.3,7.8,6.3,6.1,5.8,5.5,6.1,5.5,6.5,5.9
319,桃園市,觀音區,觀音,2016/1/12,酸雨 PH_RAIN (pH),0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,4.1,0
320,桃園市,觀音區,觀音,2016/1/12,導電度 RAIN_COND (μmho/cm),0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,179,0
321,桃園市,觀音區,觀音,2016/1/12,降雨強度 RAIN_INT (㎜),0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0
322,桃園市,觀音區,觀音,2016/1/12,小時風向值 WD_HR (degrees),52,52,52,50,50,48,49,55,71,65,55,60,61,55,49,54,71,81,81,81,81,74,58,58
323,桃園市,觀音區,觀音,2016/1/12,一氧化氮 NO (ppb),0.7,0.6,0.5,0.5,0.3,0.5,0.6,1.1,1.6,1.7,1.5,1.7,1.9,1.7,0.9,1,1.5,1.7,1.2,1,1.1,0.8,0.5,0.5
324,桃園市,觀音區,觀音,2016/1/12,二氧化氮 NO2 (ppb),2.9,2.8,2.7,1.4,2,1.3,1.5,6.8,9.6,8.8,7.7,8,7.4,5.6,2.2,4.9,12,16,9.4,12,9.7,8,7.8,9.1
325,桃園市,觀音區,觀音,2016/1/11,二氧化硫 SO2 (ppb),2.9,1.4,1.4,2,6,2.5,1.8,1.5,5,5,3.9,1.8,1.5,1.5,1.3,1.3,1.3,1.8,2.6,2.5,5.2,1.5,1.5,1.3
326,桃園市,觀音區,觀音,2016/1/11,二氧化氮 NO2 (ppb),4.1,3.1,3.1,3.2,12,6.1,4.2,7.9,23,20,21,5.8,5.7,6.5,5.6,7.3,8.9,8,14,13,29,4.3,3.6,2.8
327,桃園市,觀音區,觀音,2016/1/11,相對濕度 RH (percent),90,92,91,90,89,88,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,89
328,桃園市,觀音區,觀音,2016/1/11,一氧化碳 CO (ppm),0.2,0.2,0.2,0.19,0.22,0.21,0.21,0.28,0.3,0.29,0.24,0.21,0.22,0.25,0.24,0.26,0.3,0.26,0.29,0.31,0.35,0.26,0.25,0.26
329,桃園市,觀音區,觀音,2016/1/11,臭氧 O3 (ppb),44,45,47,47,37,45,46,44,28,31,30,45,44,39,42,41,37,39,32,30,14,40,41,41
330,桃園市,觀音區,觀音,2016/1/11,懸浮微粒 PM 10  (μg/m 3 ),53,49,43,36,31,29,34,31,34,34,39,34,34,36,36,26,21,22,20,19,20,21,30,34
331,桃園市,觀音區,觀音,2016/1/11,氮氧化物 NOx (ppb),4.5,3.5,3.5,3.6,12,6.7,5.1,9.1,26,22,23,7,6.7,7.7,6.6,8.6,10,9.4,15,14,34,5.4,4.2,3.3
332,桃園市,觀音區,觀音,2016/1/11,風速 WIND_SPEED (m/sec),4.5,5,4.8,4.1,2.9,3.2,2,2.1,3,2.8,3.3,3.3,3.7,4.2,2.8,1.6,2.2,1.2,1.7,1.8,1.6,5.5,5.1,4.1
333,桃園市,觀音區,觀音,2016/1/11,溫度 AMB_TEMP (℃),19,18,18,17,18,18,17,17,17,17,17,17,17,17,16,16,16,16,16,16,17,17,16,17
334,桃園市,觀音區,觀音,2016/1/11,風向 WIND_DIREC (degrees),65,60,54,61,88,46,58,65,85,82,49,46,102,70,50,50,49,85,92,51,49,68,48,48
335,桃園市,觀音區,觀音,2016/1/11,小時風速值 WS_HR (m/sec),3.5,3.9,4.1,4,3.4,3.7,2.5,2.3,2.1,2.5,2.9,2.8,1.7,2,2.2,2,1.1,1.7,2.3,2.2,0.9,3,4.5,4.2
336,桃園市,觀音區,觀音,2016/1/11,酸雨 PH_RAIN (pH),0,0,0,4.2,0,4.1,4.5,4.9,4.8,4.8,4.8,4.9,4.8,4.5,4.8,4.7,4.9,4.9,4.8,4.7,0,4.3,4.2,0
337,桃園市,觀音區,觀音,2016/1/11,導電度 RAIN_COND (μmho/cm),0,0,0,95,0,71,17,7.5,7.2,7.5,7.5,7.2,7.3,15,7.5,7.4,7.3,7,7.1,7.1,0,36,49,0
338,桃園市,觀音區,觀音,2016/1/11,降雨強度 RAIN_INT (㎜),0,0,0,0.5,0,1,3.5,6,3.5,1.5,3,4.5,2,3,2,1.5,4,2.5,0.5,0.5,0,1,0.5,0
339,桃園市,觀音區,觀音,2016/1/11,小時風向值 WD_HR (degrees),61,63,57,54,70,49,48,51,83,67,71,47,55,87,60,48,48,63,89,84,58,59,53,49
340,桃園市,觀音區,觀音,2016/1/11,一氧化氮 NO (ppb),0.4,0.4,0.3,0.5,0.6,0.6,0.9,1.2,2.4,2.2,2.3,1.2,1,1.2,1,1.2,1.6,1.4,1.7,1,5.3,1.1,0.7,0.5
341,桃園市,觀音區,觀音,2016/1/11,細懸浮微粒 PM 2.5  (μg/m 3 ),16,17,20,19,16,16,16,14,14,14,11,11,11,13,11,12,11,8,12,13,16,14,15,16
342,桃園市,觀音區,觀音,2016/1/10,二氧化硫 SO2 (ppb),3.6,7.3,5.1,6.5,4.1,4.1,4.4,6.8,6.4,7.5,8.2,5.6,4.5,4.5,3.7,2.3,2.2,2.5,2.2,6.4,2.4,2.2,2,2
343,桃園市,觀音區,觀音,2016/1/10,二氧化氮 NO2 (ppb),8,15,19,30,24,24,24,26,32,18,20,11,8.5,6.1,5.6,4,4.2,5.7,4.5,10,4.8,4.3,4,3.4
344,桃園市,觀音區,觀音,2016/1/10,相對濕度 RH (percent),84,85,87,88,89,90,89,88,84,84,79,76,82,85,87,88,89,90,90,91,91,92,92,90
345,桃園市,觀音區,觀音,2016/1/10,一氧化碳 CO (ppm),0.27,0.29,0.3,0.46,0.62,0.59,0.62,0.8,0.98,0.4,0.41,0.36,0.31,0.25,0.24,0.22,0.24,0.25,0.23,0.24,0.23,0.22,0.21,0.21
346,桃園市,觀音區,觀音,2016/1/10,臭氧 O3 (ppb),41,34,27,11,2.5,3.6,3.2,4.6,8.3,25,29,41,45,46,46,46,45,44,44,37,44,44,46,46
347,桃園市,觀音區,觀音,2016/1/10,懸浮微粒 PM 10  (μg/m 3 ),66,70,73,76,73,82,78,84,112,109,107,70,74,62,53,46,50,51,55,54,53,46,48,48
348,桃園市,觀音區,觀音,2016/1/10,氮氧化物 NOx (ppb),8.6,15,20,31,26,26,27,40,57,23,26,14,10,6.9,6.6,4.5,4.7,6.2,4.9,11,5.4,4.8,4.4,3.9
349,桃園市,觀音區,觀音,2016/1/10,風速 WIND_SPEED (m/sec),3.5,3.6,2.5,1.1,1.5,1.1,0.9,0.8,1.1,2.6,2.5,3.1,3.3,3.9,4.3,4.4,4.2,4.7,4.9,4.4,3.6,3.6,4.8,4.7
350,桃園市,觀音區,觀音,2016/1/10,溫度 AMB_TEMP (℃),18,18,18,16,15,15,15,16,17,20,21,21,21,21,20,20,20,20,20,20,20,20,20,19
351,桃園市,觀音區,觀音,2016/1/10,風向 WIND_DIREC (degrees),60,85,99,210,210,157,203,94,58,84,50,54,54,49,54,51,55,52,49,47,44,54,57,61
352,桃園市,觀音區,觀音,2016/1/10,小時風速值 WS_HR (m/sec),3.9,3.4,2.9,0.9,1.3,1.2,0.8,0.6,0.7,2.6,2.5,2.9,2.6,3.9,3,4,4,4.5,5,4.5,4.3,2.9,3.6,3
353,桃園市,觀音區,觀音,2016/1/10,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,桃園市,觀音區,觀音,2016/1/10,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,桃園市,觀音區,觀音,2016/1/10,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,桃園市,觀音區,觀音,2016/1/10,小時風向值 WD_HR (degrees),52,72,90,153,231,193,195,127,82,60,73,50,56,51,55,51,50,51,49,52,47,54,58,58
357,桃園市,觀音區,觀音,2016/1/10,一氧化氮 NO (ppb),0.6,0.7,0.7,1.4,1.6,2.2,3.5,14,25,4.5,6,3.4,1.7,0.8,0.9,0.5,0.5,0.5,0.4,0.6,0.7,0.5,0.4,0.6
358,桃園市,觀音區,觀音,2016/1/10,細懸浮微粒 PM 2.5  (μg/m 3 ),34,31,33,32,32,34,35,34,45,45,44,46,43,40,36,36,22,21,17,15,16,15,17,17
359,桃園市,觀音區,觀音,2016/1/9,二氧化硫 SO2 (ppb),6.7,5.9,8.7,8.1,5,7.2,5,5.1,6.8,7.6,5.5,6.2,5.2,3.8,5.5,6.7,8.9,8.8,7.2,4.1,4.6,7.4,6.6,6.7
360,桃園市,觀音區,觀音,2016/1/9,二氧化氮 NO2 (ppb),8.7,7,8.9,11,7.6,9,15,14,14,11,7.2,8.7,8.1,5.8,7.4,11,15,16,11,10,17,30,21,13
361,桃園市,觀音區,觀音,2016/1/9,相對濕度 RH (percent),74,72,73,74,73,72,73,74,71,69,67,66,66,67,68,70,73,75,76,77,77,80,80,81
362,桃園市,觀音區,觀音,2016/1/9,一氧化碳 CO (ppm),0.38,0.38,0.39,0.41,0.4,0.41,0.41,0.42,0.43,0.39,0.39,0.41,0.37,0.35,0.37,0.33,0.33,0.32,0.33,0.31,0.31,0.37,0.31,0.34
363,桃園市,觀音區,觀音,2016/1/9,臭氧 O3 (ppb),40,44,41,39,41,38,31,31,32,37,43,44,46,49,47,44,38,36,42,41,34,19,27,34
364,桃園市,觀音區,觀音,2016/1/9,懸浮微粒 PM 10  (μg/m 3 ),53,48,55,59,68,62,61,57,60,58,59,63,64,66,66,69,71,77,68,69,69,72,71,62
365,桃園市,觀音區,觀音,2016/1/9,氮氧化物 NOx (ppb),9,7.3,9.2,11,8.2,9.7,16,16,17,13,9.3,11,10,7.3,8.8,13,16,17,12,11,18,32,22,14
366,桃園市,觀音區,觀音,2016/1/9,風速 WIND_SPEED (m/sec),6.7,7.7,6.3,6.4,6.8,6,5.3,5.5,7.9,6.5,6.8,5.2,5.8,8.2,6.4,6.6,5.4,5.2,5.2,4.6,4.2,2.7,2.4,4.1
367,桃園市,觀音區,觀音,2016/1/9,溫度 AMB_TEMP (℃),16,16,16,16,16,15,15,15,16,17,18,19,19,19,19,19,18,18,18,18,18,17,18,18
368,桃園市,觀音區,觀音,2016/1/9,風向 WIND_DIREC (degrees),56,52,59,57,54,79,82,83,50,75,62,71,66,49,60,55,65,67,78,75,87,84,84,46
369,桃園市,觀音區,觀音,2016/1/9,小時風速值 WS_HR (m/sec),6.5,7.4,6.2,5.8,6.8,5.9,5.8,5.6,5.5,6.5,6.3,5.5,6.8,7.8,7.2,6.5,5.3,5.2,4.8,4.4,4.1,3.3,2.5,2.4
370,桃園市,觀音區,觀音,2016/1/9,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,桃園市,觀音區,觀音,2016/1/9,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,桃園市,觀音區,觀音,2016/1/9,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,桃園市,觀音區,觀音,2016/1/9,小時風向值 WD_HR (degrees),57,54,61,60,53,67,83,82,71,64,75,70,53,49,54,58,60,58,71,80,85,83,75,52
374,桃園市,觀音區,觀音,2016/1/9,一氧化氮 NO (ppb),0.3,0.3,0.4,0.5,0.6,0.8,1.1,1.7,3.2,2.2,2.1,2.1,2.2,1.5,1.5,1.9,1.9,1.3,1.2,1,1,2,1.4,0.8
375,桃園市,觀音區,觀音,2016/1/9,細懸浮微粒 PM 2.5  (μg/m 3 ),28,24,22,21,22,21,22,23,25,25,24,26,24,27,28,28,27,32,32,33,35,33,35,34
376,桃園市,觀音區,觀音,2016/1/8,二氧化硫 SO2 (ppb),4.3,4.5,2.4,3.9,1.6,2.6,1.7,2,2.6,2.5,2.7,2.4,2,2.1,2,4.1,2.4,3,1.9,2.1,4,6.3,7.6,7.2
377,桃園市,觀音區,觀音,2016/1/8,二氧化氮 NO2 (ppb),8.8,9.9,6.9,3,3,4.5,3.8,5.6,6.7,6.2,6.5,5.7,3.9,3.9,4.4,8.9,5.9,8.6,4.7,4.7,6.2,7,9.5,9.2
378,桃園市,觀音區,觀音,2016/1/8,相對濕度 RH (percent),81,82,85,88,81,75,77,77,77,75,74,73,71,69,68,72,75,74,77,76,74,74,74,74
379,桃園市,觀音區,觀音,2016/1/8,一氧化碳 CO (ppm),0.36,0.36,0.34,0.38,0.32,0.33,0.34,0.38,0.39,0.39,0.38,0.38,0.37,0.35,0.34,0.37,0.39,0.43,0.38,0.36,0.36,0.38,0.36,0.37
380,桃園市,觀音區,觀音,2016/1/8,臭氧 O3 (ppb),42,42,46,48,48,46,47,45,46,48,48,48,51,51,50,43,42,39,40,39,37,36,34,37
381,桃園市,觀音區,觀音,2016/1/8,懸浮微粒 PM 10  (μg/m 3 ),62,61,58,55,55,59,59,59,58,64,44,45,72,68,64,61,67,72,74,70,59,52,52,53
382,桃園市,觀音區,觀音,2016/1/8,氮氧化物 NOx (ppb),9.6,11,7.5,3.2,3.3,4.8,4.2,6.3,7.2,6.7,7.2,6.6,4.5,4.5,5.1,9.8,6.7,9.4,5.4,5.3,6.8,7.3,10,9.7
383,桃園市,觀音區,觀音,2016/1/8,風速 WIND_SPEED (m/sec),5.5,4.5,5.8,4.5,6.3,3.7,5.1,5.1,5.3,5.4,5.2,4.9,4.6,6.4,5.6,7.4,6.3,7.2,7.3,8.3,7.4,6.8,6.7,7.6
384,桃園市,觀音區,觀音,2016/1/8,溫度 AMB_TEMP (℃),18,18,17,17,17,17,17,17,17,17,18,18,18,17,17,17,17,17,17,16,16,16,16,16
385,桃園市,觀音區,觀音,2016/1/8,風向 WIND_DIREC (degrees),85,68,47,51,52,49,50,51,50,47,51,50,57,48,53,51,55,52,51,49,53,62,65,63
386,桃園市,觀音區,觀音,2016/1/8,小時風速值 WS_HR (m/sec),4.7,4.5,5.8,5.1,5.2,4.5,4.2,5,4.9,5.3,5,4.6,4.5,5.9,6.1,6.1,7.1,6.9,7.7,7.9,6.6,6.9,6.2,6.8
387,桃園市,觀音區,觀音,2016/1/8,酸雨 PH_RAIN (pH),0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,桃園市,觀音區,觀音,2016/1/8,導電度 RAIN_COND (μmho/cm),0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,桃園市,觀音區,觀音,2016/1/8,降雨強度 RAIN_INT (㎜),0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,桃園市,觀音區,觀音,2016/1/8,小時風向值 WD_HR (degrees),80,78,49,50,50,49,50,49,50,50,50,51,53,50,51,54,50,52,50,50,57,56,63,62
391,桃園市,觀音區,觀音,2016/1/8,一氧化氮 NO (ppb),0.8,0.7,0.5,0.2,0.3,0.3,0.5,0.8,0.6,0.5,0.8,0.9,0.5,0.6,0.7,0.9,0.7,0.8,0.7,0.6,0.6,0.4,0.5,0.5
392,桃園市,觀音區,觀音,2016/1/8,細懸浮微粒 PM 2.5  (μg/m 3 ),34,31,29,28,28,28,27,27,24,27,31,28,29,31,31,29,35,35,37,36,35,33,29,31
393,桃園市,觀音區,觀音,2016/1/7,二氧化硫 SO2 (ppb),2,4.1,3.5,4.2,3,2.5,,,,,,5.1,4.7,2.8,2.6,2.7,4.1,6.6,6.7,8.4,5.3,4.8,5.1,5.1
394,桃園市,觀音區,觀音,2016/1/7,二氧化氮 NO2 (ppb),4.3,5.6,5.9,8.3,6.6,5.1,,,,,,11,6.9,5.7,4.2,4.5,6.9,12,11,11,9,8.6,13,15
395,桃園市,觀音區,觀音,2016/1/7,相對濕度 RH (percent),81,80,80,79,79,77,,,,,,71,72,72,72,72,72,74,74,74,76,79,81,80
396,桃園市,觀音區,觀音,2016/1/7,一氧化碳 CO (ppm),0.23,0.26,0.29,0.31,0.34,0.34,,,,,,0.39,0.37,0.35,0.35,0.36,0.37,0.37,0.36,0.38,0.38,0.37,0.35,0.35
397,桃園市,觀音區,觀音,2016/1/7,臭氧 O3 (ppb),39,39,39,38,41,44,18,,,,22,40,44,46,50,49,48,42,43,42,44,44,39,36
398,桃園市,觀音區,觀音,2016/1/7,懸浮微粒 PM 10  (μg/m 3 ),45,45,47,50,54,58,,,,,58,56,63,67,75,76,70,65,66,72,76,70,66,61
